"Grupao","Grupo","Familia","Especie","NomeComum","AreasProtegidas","PAN","OrdenamentoPesqueiro","ProtecaoNacional","ExclusivaBrasil"
"Flora","Angiospermas","Rubiaceae","Rudgea parquioides subsp. hirsutissima","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Rubiaceae","Rudgea parvifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Rudgea sessilis subsp. cipoana","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Rubiaceae","Rudgea umbrosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Rustia angustifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Alismataceae","Sagittaria lancifolia","-","Sim","Não","Não","2","Não"
"Fauna","Mamíferos","Callitrichidae","Saguinus bicolor","Sauim-de-coleira","Sim","Sim","Não","3","Sim"
"Fauna","Mamíferos","Callitrichidae","Saguinus niger","Sagui-una","Sim","Sim","Não","4","Sim"
"Fauna","Mamíferos","Cebidae","Saimiri vanzolinii","Macaco-de-cheiro","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Celastraceae","Salacia mosenii","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Sandalodesmus stramineus","Piolho-de-cobra","Não","Não","Não","0","Sim"
"Fauna","Mamíferos","Cebidae","Sapajus cay","Macaco-prego","Sim","Sim","Não","3","Não"
"Fauna","Mamíferos","Cebidae","Sapajus flavius","Macaco-prego-galego","Sim","Sim","Não","3","Sim"
"Fauna","Mamíferos","Cebidae","Sapajus robustus","Macaco-prego-de crista","Sim","Sim","Não","3","Sim"
"Fauna","Mamíferos","Cebidae","Sapajus xanthosternos","Macaco-prego-do-peito-amarelo","Sim","Sim","Não","4","Sim"
"Flora","Angiospermas","Marantaceae","Saranthe composita","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Sapotaceae","Sarcaulus vestitus","-","Sim","Não","Não","1","Não"
"Flora","Angiospermas","Orchidaceae","Sarcoglottis alexandri","-","Sim","Não","Não","2","Informação não disponível"
"Fauna","Peixes Continentais","Anostomidae","Sartor tucuruiense","Aracu-boca-pra-cima","Não","Sim","Não","1","Sim"
"Flora","Angiospermas","Orchidaceae","Saundersia mirabilis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Saundersia paniculata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Ochnaceae","Sauvagesia nitida","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Nymphalidae","Scada karschina delicata","Borboleta","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Marinhos","Labridae","Scarus trispinosus","Peixe-papagaio-azul","Sim","Sim","Sim","3","Sim"
"Fauna","Peixes Marinhos","Labridae","Scarus zelindae","Peixe-papagaio-banana","Sim","Sim","Sim","3","Sim"
"Flora","Angiospermas","Araliaceae","Schefflera aurata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Araliaceae","Schefflera gardneri","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Araliaceae","Schefflera glaziovii","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Araliaceae","Schefflera sprucei","-","Sim","Não","Não","1","Sim"
"Flora","Angiospermas","Araliaceae","Schefflera succinea","-","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Tityridae","Schiffornis turdina intermedia","Flautim-marrom","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Anacardiaceae","Schinopsis balansae","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Poaceae","Schizachyrium scabriflorum","-","Sim","Não","Não","2","Não"
"Fauna","Invertebrados Terrestres","Carabidae","Schizogenius ocellatus","Besouro","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Schlechtendalia luzulifolia","-","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Cactaceae","Schlumbergera kautskyi","-","Não","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Schlumbergera microsphaerica","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Cactaceae","Schlumbergera opuntioides","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Schwenckia curviflora","-","Sim","Sim","Não","3","Não"
"Flora","Angiospermas","Solanaceae","Schwenckia nova-veneciana","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Marinhos","Ariidae","Sciades parkeri","Gurijuba","Sim","Não","Sim","3","Não"
"Fauna","Anfíbios","Hylidae","Scinax alcatraz","Perereca-de-Alcatraz","Sim","Sim","Não","4","Sim"
"Fauna","Anfíbios","Hylidae","Scinax duartei","Desconhecido","Sim","Sim","Não","4","Sim"
"Fauna","Anfíbios","Hylidae","Scinax faivovichi","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Anfíbios","Hylidae","Scinax peixotoi","Desconhecido","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Cyperaceae","Scleria balansae","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Callichthyidae","Scleromystax macropterus","Limpa-fundo","Sim","Sim","Sim","2","Sim"
"Fauna","Aves","Scleruridae","Sclerurus caudacutus caligineus","Vira-folha-pardo","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Scleruridae","Sclerurus caudacutus umbretta","Vira-folha-pardo","Não","Sim","Não","1","Sim"
"Fauna","Aves","Scleruridae","Sclerurus cearensis","Vira-folhas-cearense","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","Sim","Sim","Não","3","Sim"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus aureatus","Acari-da-pedra","Sim","Sim","Sim","3","Sim"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus pariolispos","Acari-da-pedra","Sim","Sim","Sim","3","Sim"
"Fauna","Invertebrados Terrestres","Scolopendridae","Scolopendropsis duplicata","Lacraia, centopeia","Sim","Não","Não","1","Sim"
"Fauna","Peixes Marinhos","Scorpaenidae","Scorpaenodes insularis","Peixe-pedra-arco-iris ","Sim","Sim","Sim","2","Não"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Orchidaceae","Scuticaria irwiniana","-","Sim","Não","Não","3","Sim"
"Flora","Angiospermas","Orchidaceae","Scuticaria itirapinensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Scuticaria kautskyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Scuticaria strictifolia","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Rhinocryptidae","Scytalopus diamantinensis","Tapaculo-da-chapada-diamantina","Sim","Sim","Não","2","Sim"
"Fauna","Aves","Rhinocryptidae","Scytalopus gonzagai","Macuquinho-preto-baiano","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Rhinocryptidae","Scytalopus iraiensis","Macuquinho-da-várzea","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Rhinocryptidae","Scytalopus novacapitalis","Tapaculo-de-brasília","Sim","Sim","Não","4","Sim"
"Flora","Pteridófitas","Selaginellaceae","Selaginella mendoncae","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Ramphastidae","Selenidera gouldii baturitensis","Saripoca-de-gould","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Fabaceae","Sellocharis paradoxa","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Gentianaceae","Senaea coerulea","-","Não","Sim","Não","2","Sim"
"Flora","Angiospermas","Gentianaceae","Senaea janeirensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Senecio almasensis","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Senecio caparaoensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Senecio gertii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Senecio graciellae","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Senecio hatschbachii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Senecio heteroschizus","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Senecio langei","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Senecio promatensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Senecio ramboanus","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Senecio riograndensis","-","Sim","Sim","Não","2","Informação não disponível"
"Flora","Angiospermas","Sapindaceae","Serjania divaricocca","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Sapindaceae","Serjania hatschbachii","-","Sim","Não","Não","2","Informação não disponível"
"Fauna","Aves","Tyrannidae","Serpophaga hypoleuca pallida","Alegrinho-do-rio","Sim","Sim","Não","4","Sim"
"Flora","Angiospermas","Poaceae","Setaria parviflora var. pilosissima","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Poaceae","Setaria stolonifera","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Commelinaceae","Siderasis fuscata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","Sim","Sim","Não","2","Não"
"Flora","Angiospermas","Simaroubaceae","Simaba insignis","calunga; paraíba-mirim","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Simaroubaceae","Simaba salubris","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Simaroubaceae","Simaba suaveolens","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Rubiaceae","Simira grazielae","Arariba","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Simira hatschbachiorum","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys boitonei","Peixe-anual","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys cholopteryx","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys nigromaculatus","Peixe-da-chuva","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys parallelus","Peixe-anual","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys punctulatus","Peixe-anual","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys santanae","Peixe-anual","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys zonatus","Peixe-anual","Não","Sim","Não","1","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia aghensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia araneosa","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia carangolensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia cardinalis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia cochlearis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia defoliata","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Gesneriaceae","Sinningia glazioviana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia guttata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia harleyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia hatschbachii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia hirsuta","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia iarae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia insularis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia kautskyi","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia lindleyi","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia lineata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia micans","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia piresiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia rupicola","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia striata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia tuberosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia valsuganensis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Smallanthus araucariophilus","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Smallanthus riograndensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Smilacaceae","Smilax lutescens","Pitanga; Pitanga sem espinho","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Smilacaceae","Smilax spicata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Solanaceae","Solanum arenarium","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum graveolens","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum paralum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum santosii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum spissifolium","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum viscosissimum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","Sim","Não","Não","2","Sim"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","Sim","Sim","Sim","3","Não"
"Flora","Briófitas","Arnelliaceae","Southbya organensis","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Escadabiidae","Spaeleoleptes spaeleus","Opilião","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Bignoniaceae","Sparattosperma catingae","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","Sim","Sim","Sim","3","Sim"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Labridae","Sparisoma rocha","Bodião-de-trindade","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Orchidaceae","Specklinia gomesferreirae","-","Sim","Não","Não","2","Sim"
"Fauna","Peixes Continentais","Rivulidae","Spectrolebias reticulatus","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica allodentatus","Pseudoescorpião","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica iuiu","Pseudoescorpião","Não","Não","Não","1","Sim"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica muchmorei","Pseudoescorpião","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Chernetidae","Spelaeochernes gracilipalpus","Pseudoescorpião","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Speocera eleonorae","Desconhecido","Sim","Não","Não","3","Sim"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","Sim","Sim","Não","4","Não"
"Flora","Angiospermas","Gesneriaceae","Sphaerorrhiza burchellii","-","Não","Não","Não","1","Sim"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","Sim","Sim","Sim","3","Não"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","Sim","Sim","Não","4","Não"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","Sim","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","Sim","Sim","Sim","3","Não"
"Flora","Angiospermas","Loganiaceae","Spigelia aceifolia","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Loganiaceae","Spigelia amplexicaulis","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Loganiaceae","Spigelia cipoensis","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Loganiaceae","Spigelia flava","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Loganiaceae","Spigelia kuhlmannii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Loganiaceae","Spigelia lundiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Loganiaceae","Spigelia reitzii","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Loganiaceae","Spigelia vestita","-","Sim","Não","Não","2","Sim"
"Fauna","Invertebrados Terrestres","Cryptogeobiidae","Spinopilar moria","Opilião","Não","Não","Não","1","Sim"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Characidae","Spintherobolus broccae","Piaba","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Characidae","Spintherobolus papilliferus","Lambari ","Sim","Sim","Não","2","Sim"
"Fauna","Invertebrados Aquáticos","Pomatiopsidae","Spiripockia punctata","Desconhecido","Não","Não","Não","1","Sim"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","Sim","Não","Não","4","Sim"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","Sim","Sim","Não","3","Não"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","Sim","Sim","Não","3","Não"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","Sim","Sim","Não","3","Não"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","Sim","Sim","Não","4","Não"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","Sim","Sim","Não","3","Sim"
"Fauna","Aves","Thraupidae","Sporophila nigrorufa","Caboclinho-do-sertão","Sim","Sim","Não","3","Não"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","Sim","Sim","Não","4","Não"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","Sim","Sim","Não","3","Não"
"Fauna","Peixes Marinhos","Squalidae","Squalus acanthias","Cação-bagre","Não","Sim","Não","2","Não"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","Sim","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","Sim","Sim","Sim","2","Não"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","Sim","Sim","Sim","2","Não"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta almasensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta procumbens","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta radlkoferiana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Staelia hatschbachii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Rubiaceae","Standleya kuhlmanni","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne brachiata","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne carvalhoi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne elegans","-","Sim","Sim","Não","3","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne itatiaiae","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne vauthieriana","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne veronicifolia","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Staurogyne warmingiana","-","Não","Não","Não","1","Sim"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes rocasensis","Donzela-de-rocas","Sim","Sim","Sim","2","Sim"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes sanctipauli","Donzela-de-são-pedro ","Sim","Sim","Sim","3","Sim"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes trindadensis","Donzela-de-trindade ","Sim","Sim","Sim","2","Sim"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion amblyurum","Surubim-do-jequitinhonha","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion doceanum","Surubim-do-doce","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion melanodermatum","Surubim-do-iguaçu","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion parahybae","Surubim-do-paraíba","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","Não","Sim","Não","1","Não"
"Flora","Angiospermas","Plantaginaceae","Stemodia harleyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Stenachaenium macrocephalum","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Acanthaceae","Stenandrium hatschbachii","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Acanthaceae","Stenandrium stenophyllum","-","Sim","Sim","Não","2","Sim"
"Fauna","Répteis","Tropiduridae","Stenocercus azureus","Iguaninha-azul; Lagarto-das-pedras","Sim","Sim","Não","2","Não"
"Fauna","Répteis","Tropiduridae","Stenocercus dumerilii","Desconhecido","Sim","Sim","Não","2","Sim"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis pumila","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Stenophalium eriodes","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium engleri","-","Sim","Sim","Não","2","Sim"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium magnifolium","-","Sim","Não","Não","2","Sim"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","Sim","Sim","Não","3","Não"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","Sim","Sim","Não","2","Não"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchella curvioperculata","Ituí","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchogiton zuanoni","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus britskii","Ituí","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus caboclo","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus higuchii","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus inpai","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus jaimei","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus kokraimoro","Desconhecido","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus mareikeae","Desconhecido","Sim","Sim","Não","2","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus severii","Ituí","Não","Sim","Não","1","Sim"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus villasboasi","Desconhecido","Não","Sim","Não","1","Sim"
"Flora","Angiospermas","Asteraceae","Stevia catharinensis","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Stevia hilarii","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Stevia leptophylla","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Stevia riedelli","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Asteraceae","Stevia selloi","-","Sim","Não","Não","2","Não"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Asteraceae","Stifftia fruticosa","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon bradei","-","Sim","Não","Não","2","Informação não disponível"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon carautae","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon crenatum","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon glabrum","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon harleyi","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon macedoanum","-","Não","Não","Não","1","Sim"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon mattogrossense","-","Sim","Não","Não","2","Sim"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon vitifolium","-","Sim","Não","Não","2","Sim"
