"Grupao","Grupo","Familia","Especie","NomeComum","Bioma"
"Flora","Angiospermas","Commelinaceae","Dichorisandra glaziovii","-","Mata Atlântica"
"Flora","Angiospermas","Commelinaceae","Dichorisandra leucophthalmos","-","Mata Atlântica"
"Flora","Angiospermas","Commelinaceae","Dichorisandra neglecta","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Dichotomius eucranioides","Besouro rola-bosta","Cerrado"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Dichotomius eucranioides","Besouro rola-bosta","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Dichotomius mysticus","Besouro rola-bosta","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Dichotomius schiffleri","Besouro rola-bosta","Mata Atlântica"
"Flora","Pteridófitas","Dicksoniaceae","Dicksonia sellowiana","-","Mata Atlântica"
"Flora","Angiospermas","Lauraceae","Dicypellium caryophyllaceum","cravo-de-Maranhão","Amazônia"
"Flora","Angiospermas","Poaceae","Digitaria neesiana","capim-do-campo-limpo","Cerrado"
"Flora","Angiospermas","Bignoniaceae","Digomphia densicoma","kirpau","Amazônia"
"Flora","Angiospermas","Asteraceae","Dimerostemma annuum","-","Pantanal"
"Flora","Angiospermas","Asteraceae","Dimerostemma episcopale","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Dimerostemma episcopale","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Dimerostemma grazielae","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Dimerostemma myrtifolium","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Dimorphandra wilsonii","Faveiro-de-Wilson","Cerrado"
"Flora","Angiospermas","Fabaceae","Dimorphandra wilsonii","Faveiro-de-Wilson","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Formicidae","Dinoponera lucida","Formiga","Mata Atlântica"
"Fauna","Aves","Diomedeidae","Diomedea dabbenena","Albatroz-de-tristão","Marinho"
"Fauna","Aves","Diomedeidae","Diomedea epomophora","Albatroz-real","Marinho"
"Fauna","Aves","Diomedeidae","Diomedea exulans","Albatroz-gigante","Marinho"
"Fauna","Aves","Diomedeidae","Diomedea sanfordi","Albatroz-real-do-norte","Marinho"
"Fauna","Invertebrados Aquáticos","Onuphidae","Diopatra cuprea","Desconhecido","Marinho"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Dioplosternus salvatrix","Piolho-de-cobra","Amazônia"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Dioplosternus salvatrix","Piolho-de-cobra","Cerrado"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Dioplosternus salvatrix","Piolho-de-cobra","Pantanal"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea asperula","-","Cerrado"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea loefgrenii","-","Mata Atlântica"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea mantiqueirensis","-","Mata Atlântica"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea pseudomacrocapsa","-","Mata Atlântica"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea sanpaulensis","-","Mata Atlântica"
"Flora","Angiospermas","Dioscoreaceae","Dioscorea trilinguis","-","Mata Atlântica"
"Flora","Pteridófitas","Lycopodiaceae","Diphasium jussiaei","-","Amazônia"
"Flora","Pteridófitas","Lycopodiaceae","Diphasium jussiaei","-","Mata Atlântica"
"Fauna","Invertebrados Aquáticos","Hyriidae","Diplodon (Rhipidodonta) koseritzi","Marisco-do-junco","Mata Atlântica"
"Fauna","Invertebrados Aquáticos","Hyriidae","Diplodon (Rhipidodonta) koseritzi","Marisco-do-junco","Pampa"
"Flora","Angiospermas","Malpighiaceae","Diplopterys sepium","-","Caatinga"
"Flora","Angiospermas","Lythraceae","Diplusodon aggregatifolius","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon argyrophyllus","-","Caatinga"
"Flora","Angiospermas","Lythraceae","Diplusodon argyrophyllus","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon ericoides","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon glaziovii","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon gracilis","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon hatschbachii","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon minasensis","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon orbicularis","cai-cai","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon ovatus","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon panniculatus","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon retroimbricatus","-","Cerrado"
"Flora","Angiospermas","Lythraceae","Diplusodon villosissimus","-","Cerrado"
"Fauna","Invertebrados Terrestres","Saturniidae","Dirphia monticola","Mariposa","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Discaria americana","Caaró; Quina","Mata Atlântica"
"Flora","Angiospermas","Rhamnaceae","Discaria americana","Caaró; Quina","Pampa"
"Flora","Angiospermas","Cactaceae","Discocactus bahiensis","Frade-de-cavalo","Caatinga"
"Flora","Angiospermas","Cactaceae","Discocactus catingicola","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Discocactus horstii","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Discocactus pseudoinsignis","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Discocactus zehntneri","-","Caatinga"
"Fauna","Aves","Trochilidae","Discosura langsdorffi langsdorffi","Rabo-de-espinho","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Disynaphia ericoides","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Disynaphia praeficta","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Disynaphia variolata","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Ditassa arianeae","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Ditassa auriflora","-","Cerrado"
"Flora","Angiospermas","Apocynaceae","Ditassa cipoensis","-","Cerrado"
"Flora","Angiospermas","Apocynaceae","Ditassa cordeiroana","-","Caatinga"
"Flora","Angiospermas","Apocynaceae","Ditassa cordeiroana","-","Cerrado"
"Flora","Angiospermas","Apocynaceae","Ditassa itambensis","-","Cerrado"
"Flora","Angiospermas","Apocynaceae","Ditassa laevis","-","Cerrado"
"Flora","Angiospermas","Apocynaceae","Ditassa laevis","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Ditassa leonii","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Ditassa longisepala","-","Cerrado"
"Flora","Angiospermas","Apocynaceae","Ditassa longisepala","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Ditassa maricaensis","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Ditassa oberdanii","-","Mata Atlântica"
"Fauna","Répteis","Dipsadidae","Ditaxodon taeniatus","Parelheira-listrada-do-campo","Cerrado"
"Fauna","Répteis","Dipsadidae","Ditaxodon taeniatus","Parelheira-listrada-do-campo","Mata Atlântica"
"Flora","Angiospermas","Dilleniaceae","Doliocarpus lancifolius","-","Mata Atlântica"
"Flora","Angiospermas","Moraceae","Dorstenia conceptionis","-","Mata Atlântica"
"Flora","Angiospermas","Moraceae","Dorstenia hildegardis","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris itatiaiensis","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris paradoxa","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris quinquelobata","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rediviva","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rosenstockii","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris rufa","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris subsimplex","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris tijucana","-","Mata Atlântica"
"Flora","Pteridófitas","Pteridaceae","Doryopteris trilobata","-","Cerrado"
"Fauna","Invertebrados Terrestres","Nymphalidae","Doxocopa zalmunna","Borboleta","Mata Atlântica"
"Flora","Briófitas","Lejeuneaceae","Drepanolejeunea aculeata","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Hesperiidae","Drephalys miersi","Borboleta","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Hesperiidae","Drephalys mourei","Borboleta","Mata Atlântica"
"Flora","Angiospermas","Droseraceae","Drosera graomogolensis","-","Caatinga"
"Flora","Angiospermas","Orchidaceae","Dryadella auriculigera","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Dryadella lilliputiana","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Dryadella susanae","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Drymusidae","Drymusa spelunca","Falsa-aranha-violino","Amazônia"
"Fauna","Aves","Picidae","Dryocopus galeatus","Pica-pau-de-cara-canela","Mata Atlântica"
"Flora","Angiospermas","Annonaceae","Duguetia magnolioidea","-","Mata Atlântica"
"Flora","Angiospermas","Annonaceae","Duguetia restingae","-","Mata Atlântica"
"Flora","Angiospermas","Annonaceae","Duguetia reticulata","-","Mata Atlântica"
"Flora","Angiospermas","Annonaceae","Duguetia scottmorii","-","Mata Atlântica"
"Flora","Angiospermas","Annonaceae","Duguetia sooretamae","Pindaíba coroa","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Dungsia harpophylla","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Dungsia kautskyi","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia agudensis","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia agudensis","-","Pampa"
"Flora","Angiospermas","Bromeliaceae","Dyckia cabrerae","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia delicata","-","Pampa"
"Flora","Angiospermas","Bromeliaceae","Dyckia distachya","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia domfelicianensis","-","Pampa"
"Flora","Angiospermas","Bromeliaceae","Dyckia fosteriana","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia hatschbachii","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia ibicuiensis","-","Pampa"
"Flora","Angiospermas","Bromeliaceae","Dyckia ibiramensis","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia maritima","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia monticola","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia pseudococcinea","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia rariflora","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Dyckia reitzii","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia remotiflora","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Dyckia remotiflora","-","Pampa"
"Flora","Angiospermas","Bromeliaceae","Dyckia ursina","-","Cerrado"
"Flora","Angiospermas","Acanthaceae","Dyschoriste lavandulacea","-","Cerrado"
"Flora","Angiospermas","Acanthaceae","Dyschoriste lavandulacea","-","Mata Atlântica"
"Flora","Angiospermas","Acanthaceae","Dyschoriste smithii","-","Mata Atlântica"
"Fauna","Aves","Thamnophilidae","Dysithamnus plumbeus","Choquinha-chumbo","Mata Atlântica"
"Fauna","Répteis","Dipsadidae","Echinanthera cephalomaculata","Desconhecido","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Echinocoryne echinocephala","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Echinopsis calochlora","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Echinopsis calochlora","-","Pantanal"
"Flora","Angiospermas","Cactaceae","Echinopsis oxygona","-","Pampa"
"Flora","Angiospermas","Bromeliaceae","Eduandrea selloana","-","Cerrado"
"Fauna","Peixes Continentais","Sternopygidae","Eigenmannia vicentespelaea","Ituí","Cerrado"
"Flora","Angiospermas","Amaryllidaceae","Eithea blumenavia","-","Mata Atlântica"
"Fauna","Peixes Marinhos","Gobiidae","Elacatinus figaro","Neon","Marinho"
"Fauna","Aves","Tyrannidae","Elaenia ridleyana","Cocoruta","Ilha oceânica"
"Flora","Pteridófitas","Dryopteridaceae","Elaphoglossum acrocarpum","-","Cerrado"
"Flora","Pteridófitas","Dryopteridaceae","Elaphoglossum acrocarpum","-","Mata Atlântica"
"Flora","Pteridófitas","Dryopteridaceae","Elaphoglossum amplissimum","-","Mata Atlântica"
"Flora","Pteridófitas","Dryopteridaceae","Elaphoglossum beckeri","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Libellulidae","Elasmothemis schubarti","Libélula","Cerrado"
"Fauna","Invertebrados Terrestres","Libellulidae","Elasmothemis schubarti","Libélula","Mata Atlântica"
"Fauna","Aves","Rhinocryptidae","Eleoscytalopus psychopompus","Macuquinho-baiano","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Encholirium biflorum","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium disjunctum","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium gracile","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Encholirium heloisae","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium horridum","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Encholirium irwinii","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium longiflorum","-","Caatinga"
"Flora","Angiospermas","Bromeliaceae","Encholirium longiflorum","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium luxor","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium pedicellatum","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium scrutor","-","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Encholirium vogelii","-","Cerrado"
"Flora","Angiospermas","Orchidaceae","Encyclia bragancae","-","Mata Atlântica"
"Fauna","Peixes Marinhos","Tripterygiidae","Enneanectes smithi","Desconhecido","Marinho"
"Fauna","Répteis","Leiosauridae","Enyalius erythroceneus","Papa-vento-da-chapada","Caatinga"
"Flora","Gimnospermas","Ephedraceae","Ephedra tweediana","-","Pampa"
"Flora","Angiospermas","Orchidaceae","Epidendrum addae","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Epidendrum ecostatum","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Epidendrum henschenii","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Epidendrum robustum","-","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Epidendrum zappii","-","Mata Atlântica"
"Fauna","Peixes Marinhos","Epinephelidae","Epinephelus itajara","Mero","Marinho"
"Fauna","Peixes Marinhos","Epinephelidae","Epinephelus marginatus","Garoupa-verdadeira","Marinho"
"Fauna","Peixes Marinhos","Epinephelidae","Epinephelus morio","Garoupa ","Marinho"
"Fauna","Invertebrados Terrestres","Peripatidae","Epiperipatus adenocryptus","Desconhecido","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Peripatidae","Epiperipatus diadenoproctus","Desconhecido","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Peripatidae","Epiperipatus ohausi","Desconhecido","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Peripatidae","Epiperipatus paurognostus","Desconhecido","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Nymphalidae","Episcada vitrea","Borboleta","Mata Atlântica"
"Fauna","Mamíferos","Vespertilionidae","Eptesicus taddeii","Morcego","Cerrado"
"Fauna","Mamíferos","Vespertilionidae","Eptesicus taddeii","Morcego","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Eremanthus argenteus","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Eremanthus leucodendron","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Eremanthus polycephalus","-","Cerrado"
"Fauna","Invertebrados Terrestres","Nymphalidae","Eresia erysice erysice","Borboleta","Mata Atlântica"
"Fauna","Répteis","Cheloniidae","Eretmochelys imbricata","Tartaruga-de-pente","Marinho"
"Flora","Angiospermas","Melastomataceae","Eriocnema acaulis","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Eriocnema acaulis","-","Mata Atlântica"
"Flora","Angiospermas","Melastomataceae","Eriocnema fulva","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Eriocnema fulva","-","Mata Atlântica"
"Flora","Angiospermas","Lamiaceae","Eriope anamariae","-","Caatinga"
"Flora","Angiospermas","Lamiaceae","Eriope blanchetii","-","Mata Atlântica"
"Flora","Angiospermas","Lamiaceae","Eriope crassipes subsp. cristalinae","-","Cerrado"
"Flora","Angiospermas","Lamiaceae","Eriope luetzelburgii","-","Caatinga"
"Flora","Angiospermas","Lamiaceae","Eriope machrisae","-","Cerrado"
"Flora","Angiospermas","Lamiaceae","Eriope obovata var. gracilis","-","Caatinga"
"Flora","Angiospermas","Vochysiaceae","Erisma arietinum","carneiro","Mata Atlântica"
"Flora","Angiospermas","Rubiaceae","Erithalis insularis","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium corallinum","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium divaricatum","-","Pampa"
"Flora","Angiospermas","Apiaceae","Eryngium dorae","-","Pampa"
"Flora","Angiospermas","Apiaceae","Eryngium falcifolium","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium koehneanum","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium ombrophilum","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium ramboanum","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium scirpinum","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium smithii","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium urbanianum","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Eryngium zosterifolium","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum bezerrae","muçarenga; pirunga","Caatinga"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum bezerrae","muçarenga; pirunga","Cerrado"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum catharinense","baga-depomba; cocão; concon; fruta-de-pomba","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum compressum","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum leal-costae","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum mattos-silvae","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum membranaceum","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum nelson-rosae","-","Amazônia"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum pauferrense","guarda-orvalho","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum petrae-caballi","-","Caatinga"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum petrae-caballi","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum substriatum","-","Mata Atlântica"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum tianguanum","-","Caatinga"
"Flora","Angiospermas","Erythroxylaceae","Erythroxylum tianguanum","-","Cerrado"
"Flora","Angiospermas","Escalloniaceae","Escallonia obtusissima","-","Mata Atlântica"
"Flora","Angiospermas","Escalloniaceae","Escallonia petrophila","-","Mata Atlântica"
"Flora","Angiospermas","Lecythidaceae","Eschweilera alvimii","falso sapucaia; sapucarana","Mata Atlântica"
"Flora","Angiospermas","Lecythidaceae","Eschweilera compressa","ibiribá-rana; sapucaia miuda","Mata Atlântica"
"Flora","Angiospermas","Lecythidaceae","Eschweilera subcordata","-","Amazônia"
"Flora","Angiospermas","Lecythidaceae","Eschweilera tetrapetala","inaíba; jacaré","Mata Atlântica"
"Flora","Angiospermas","Rutaceae","Esenbeckia irwiniana","-","Cerrado"
"Flora","Angiospermas","Cactaceae","Espostoopsis dybowskii","-","Caatinga"
"Flora","Angiospermas","Orobanchaceae","Esterhazya caesarea","-","Cerrado"
"Fauna","Mamíferos","Balaenidae","Eubalaena australis","Baleia-franca-do-sul","Marinho"
"Flora","Angiospermas","Myrtaceae","Eugenia blanda","-","Cerrado"
