"Grupao","Grupo","Familia","Especie","NomeComum","Bioma"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera occhioniana","Leiteira","Mata Atlântica"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rufotomentosa","-","Mata Atlântica"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera rupestris","-","Mata Atlântica"
"Flora","Angiospermas","Calophyllaceae","Kielmeyera sigillata","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Klotzschia rhizophylla","-","Cerrado"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon figueiredoi","Desconhecido","Caatinga"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon figueiredoi","Desconhecido","Mata Atlântica"
"Fauna","Peixes Continentais","Characidae","Kolpotocheirodon theloura","Lambari ","Cerrado"
"Fauna","Peixes Continentais","Rivulidae","Kryptolebias brasiliensis","Peixe-anual","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Kryptolebias campelloi","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Rivulidae","Kryptolebias gracilis","Peixe-anual","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Formicidae","Lachnomyrmex nordestinus","Formiga","Mata Atlântica"
"Flora","Angiospermas","Lythraceae","Lafoensia nummularifolia","dedaleira-branca","Cerrado"
"Flora","Angiospermas","Cyperaceae","Lagenocarpus bracteosus","-","Cerrado"
"Fauna","Mamíferos","Atelidae","Lagothrix cana cana","Macaco-barrigudo","Amazônia"
"Fauna","Mamíferos","Atelidae","Lagothrix lagothricha","Macaco-barrigudo","Amazônia"
"Fauna","Mamíferos","Atelidae","Lagothrix poeppigii","Macaco-barrigudo","Amazônia"
"Fauna","Peixes Continentais","Loricariidae","Lamontichthys avacanoeiro","Desconhecido","Cerrado"
"Fauna","Peixes Continentais","Loricariidae","Lamontichthys parakana","Desconhecido","Amazônia"
"Flora","Angiospermas","Bromeliaceae","Lapanthus duartei","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Lathyrus acutifolius","-","Pampa"
"Flora","Angiospermas","Fabaceae","Lathyrus paraguariensis","-","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Lathyrus paraguariensis","-","Pampa"
"Fauna","Invertebrados Aquáticos","Latrunculiidae","Latrunculia (Biannulata) janeirensis","Esponja","Marinho"
"Flora","Angiospermas","Melastomataceae","Lavoisiera cordata","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Leandra hatschbachii","-","Mata Atlântica"
"Fauna","Peixes Continentais","Lebiasinidae","Lebiasina marilynae","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Lebiasinidae","Lebiasina melanoguttata","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Lebiasinidae","Lebiasina minuta","Desconhecido","Amazônia"
"Flora","Angiospermas","Lecythidaceae","Lecythis schwackei","-","Cerrado"
"Flora","Angiospermas","Lecythidaceae","Lecythis schwackei","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Leersia ligularis","-","Mata Atlântica"
"Flora","Angiospermas","Eriocaulaceae","Leiothrix echinocephala","-","Cerrado"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria brasiliensis","-","Mata Atlântica"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria itatimensis","-","Mata Atlântica"
"Flora","Pteridófitas","Polypodiaceae","Lellingeria tamandarei","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Leodesmus yporangae","Piolho-de-cobra","Mata Atlântica"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus caissara","Mico-leão-da-cara-preta","Mata Atlântica"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysomelas","Mico-leão-da-cara-dourada","Mata Atlântica"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus chrysopygus","Mico-leão-preto","Mata Atlântica"
"Fauna","Mamíferos","Callitrichidae","Leontopithecus rosalia","Mico-leão-dourado","Mata Atlântica"
"Fauna","Mamíferos","Felidae","Leopardus colocolo","Gato-palheiro","Cerrado"
"Fauna","Mamíferos","Felidae","Leopardus colocolo","Gato-palheiro","Pampa"
"Fauna","Mamíferos","Felidae","Leopardus colocolo","Gato-palheiro","Pantanal"
"Fauna","Mamíferos","Felidae","Leopardus geoffroyi","Gato-do-mato-grande","Pampa"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","Cerrado"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","Mata Atlântica"
"Fauna","Mamíferos","Felidae","Leopardus guttulus","Gato-do-mato","Pampa"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","Amazônia"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","Caatinga"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","Cerrado"
"Fauna","Mamíferos","Felidae","Leopardus tigrinus","Gato-do-mato","Mata Atlântica"
"Fauna","Mamíferos","Felidae","Leopardus wiedii","Gato-maracajá","Amazônia"
"Fauna","Mamíferos","Felidae","Leopardus wiedii","Gato-maracajá","Cerrado"
"Fauna","Mamíferos","Felidae","Leopardus wiedii","Gato-maracajá","Mata Atlântica"
"Fauna","Mamíferos","Felidae","Leopardus wiedii","Gato-maracajá","Pampa"
"Fauna","Mamíferos","Felidae","Leopardus wiedii","Gato-maracajá","Pantanal"
"Flora","Angiospermas","Asteraceae","Lepidaploa almasensis","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lepidaploa gnaphalioides","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Lepidaploa pseudaurea","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lepidaploa spixiana","-","Cerrado"
"Fauna","Peixes Continentais","Characidae","Lepidocharax diamantina","Desconhecido","Caatinga"
"Fauna","Répteis","Cheloniidae","Lepidochelys olivacea","Tartaruga-oliva","Marinho"
"Fauna","Aves","Dendrocolaptidae","Lepidocolaptes wagleri","Arapaçu-de-wagler","Caatinga"
"Fauna","Aves","Dendrocolaptidae","Lepidocolaptes wagleri","Arapaçu-de-wagler","Cerrado"
"Fauna","Aves","Pipridae","Lepidothrix iris","Cabeça-de-prata","Amazônia"
"Fauna","Aves","Pipridae","Lepidothrix iris iris","Cabeça-de-prata","Amazônia"
"Fauna","Aves","Pipridae","Lepidothrix vilasboasi","Dançador-de-coroa-dourada","Amazônia"
"Fauna","Peixes Continentais","Loricariidae","Leporacanthicus joselimai","Desconhecido","Amazônia"
"Fauna","Peixes Continentais","Anostomidae","Leporinus guttatus","Aracu","Amazônia"
"Fauna","Peixes Continentais","Anostomidae","Leporinus pitingai","Aracu","Amazônia"
"Fauna","Répteis","Gymnophthalmidae","Leposoma annectans","Desconhecido","Mata Atlântica"
"Fauna","Répteis","Gymnophthalmidae","Leposoma baturitensis","Desconhecido","Caatinga"
"Fauna","Répteis","Gymnophthalmidae","Leposoma nanodactylus","Desconhecido","Mata Atlântica"
"Fauna","Répteis","Gymnophthalmidae","Leposoma puk","Desconhecido","Mata Atlântica"
"Fauna","Répteis","Amphisbanidae","Leposternon kisteumacheri","Cobra-de-duas-cabeças","Cerrado"
"Fauna","Répteis","Amphisbanidae","Leposternon kisteumacheri","Cobra-de-duas-cabeças","Mata Atlântica"
"Fauna","Répteis","Amphisbanidae","Leposternon octostegum","Cobra-de-duas-cabeças","Mata Atlântica"
"Fauna","Répteis","Amphisbanidae","Leposternon scutigerum","Cobra-de-duas-cabeças","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion acutum","Libélula","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion bocainense","Libélula","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion capixabae","Libélula","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion porrectum","Libélula","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Leptagrion vriesianum","Libélula","Mata Atlântica"
"Fauna","Aves","Furnariidae","Leptasthenura platensis","Rabudinho","Pampa"
"Fauna","Aves","Accipitridae","Leptodon forbesi","Gavião-de-pescoço-branco","Mata Atlântica"
"Flora","Briófitas","Pottiaceae","Leptodontium wallisii","-","Mata Atlântica"
"Flora","Angiospermas","Lamiaceae","Leptohyptis pinheiroi","-","Caatinga"
"Fauna","Invertebrados Terrestres","Eukoeneniidae","Leptokoenenia pelada","Palpígrado","Amazônia"
"Fauna","Invertebrados Terrestres","Eukoeneniidae","Leptokoenenia thalassophobica","Palpígrado","Amazônia"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias citrinipinnis","Peixe-anual","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias itanhaensis","Peixe-anual","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias leitaoi","Peixe-anual","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias marmoratus","Peixe-anual","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias opalescens","Peixe-anual","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Leptolebias splendens","Peixe-anual","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Leptostelma catharinense","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Lessingianthus adenophyllus","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Lessingianthus asteriflorus","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus constrictus","-","Pampa"
"Flora","Angiospermas","Asteraceae","Lessingianthus eitenii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus exiguus","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus exiguus","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Lessingianthus irwinii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus pumillus","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus reitzianus","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Lessingianthus rosmarinifolius","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus souzae","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus stoechas","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus subcarduoides","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus venosissimus","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus westermanii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lessingianthus zuccarinianus","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Leucochloron foederale","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Leucochloron minarum","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Leucochloron minarum","-","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Licania arianeae","-","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Licania belemii","-","Mata Atlântica"
"Flora","Angiospermas","Chrysobalanaceae","Licania conferruminata","-","Amazônia"
"Flora","Angiospermas","Chrysobalanaceae","Licania indurata","-","Mata Atlântica"
"Flora","Angiospermas","Apiaceae","Lilaeopsis brasiliensis","-","Mata Atlântica"
"Fauna","Aves","Scolopacidae","Limnodromus griseus","Maçarico-de-costas-brancas","Amazônia"
"Fauna","Invertebrados Aquáticos","Ophidiasteridae","Linckia guildingi","Estrela-do-mar","Marinho"
"Flora","Angiospermas","Linaceae","Linum smithii","-","Mata Atlântica"
"Fauna","Répteis","Liolaemidae","Liolaemus arambarensis","Lagartixa-das-dunas","Pampa"
"Fauna","Répteis","Liolaemidae","Liolaemus lutzae","Lagartinho-branco-da-areia; Lagartinho-da-praia","Mata Atlântica"
"Fauna","Répteis","Liolaemidae","Liolaemus occipitalis","Lagartixa-da-praia","Mata Atlântica"
"Fauna","Répteis","Liolaemidae","Liolaemus occipitalis","Lagartixa-da-praia","Pampa"
"Flora","Angiospermas","Verbenaceae","Lippia alnifolia","-","Caatinga"
"Flora","Angiospermas","Verbenaceae","Lippia bradei","-","Caatinga"
"Flora","Angiospermas","Verbenaceae","Lippia bradei","-","Cerrado"
"Flora","Angiospermas","Verbenaceae","Lippia bromleyana","-","Caatinga"
"Flora","Angiospermas","Verbenaceae","Lippia bromleyana","-","Cerrado"
"Flora","Angiospermas","Verbenaceae","Lippia elliptica","-","Cerrado"
"Flora","Angiospermas","Verbenaceae","Lippia insignis","-","Caatinga"
"Flora","Angiospermas","Verbenaceae","Lippia morii","-","Caatinga"
"Flora","Angiospermas","Verbenaceae","Lippia morii","-","Cerrado"
"Flora","Angiospermas","Verbenaceae","Lippia pumila","-","Mata Atlântica"
"Flora","Angiospermas","Verbenaceae","Lippia rhodocnemis","-","Cerrado"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura camposi","Cambeva-minhoca-do-ribeira ","Mata Atlântica"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura costai","Desconhecido","Mata Atlântica"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura nematopteryx","Desconhecido","Mata Atlântica"
"Fauna","Peixes Continentais","Trichomycteridae","Listrura tetraradiata","Desconhecido","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Lithachne horizontalis","-","Mata Atlântica"
"Flora","Angiospermas","Melastomataceae","Lithobium cordatum","-","Cerrado"
"Fauna","Peixes Continentais","Loricariidae","Lithoxus lithoides","Desconhecido","Amazônia"
"Fauna","Invertebrados Aquáticos","Strombidae","Lobatus costatus","Desconhecido","Marinho"
"Flora","Angiospermas","Campanulaceae","Lobelia hilaireana","-","Mata Atlântica"
"Flora","Angiospermas","Campanulaceae","Lobelia langeana","-","Mata Atlântica"
"Flora","Angiospermas","Campanulaceae","Lobelia santos-limae","-","Mata Atlântica"
"Flora","Angiospermas","Asteraceae","Lomatozona artemisiifolia","-","Cerrado"
"Fauna","Mamíferos","Phyllostomidae","Lonchophylla dekeyseri","Morceguinho-do-cerrado","Caatinga"
"Fauna","Mamíferos","Phyllostomidae","Lonchophylla dekeyseri","Morceguinho-do-cerrado","Cerrado"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","Amazônia"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","Caatinga"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","Cerrado"
"Fauna","Mamíferos","Phyllostomidae","Lonchorhina aurita","Morcego","Mata Atlântica"
"Flora","Angiospermas","Orchidaceae","Lophiaris schwambachiae","-","Amazônia"
"Flora","Angiospermas","Orchidaceae","Lophiaris schwambachiae","-","Mata Atlântica"
"Fauna","Peixes Continentais","Characidae","Lophiobrycon weitzmani","Lambari ","Cerrado"
"Fauna","Peixes Continentais","Pseudopimelodidae","Lophiosilurus alexandri","pacamã","Cerrado"
"Fauna","Peixes Marinhos","Malacanthidae","Lopholatilus villarii","Peixe-batata","Marinho"
"Fauna","Aves","Trochilidae","Lophornis gouldii","Topetinho-do-brasil-central","Amazônia"
"Fauna","Aves","Trochilidae","Lophornis gouldii","Topetinho-do-brasil-central","Cerrado"
"Fauna","Peixes Continentais","Loricariidae","Loricaria coximensis","Desconhecido","Cerrado"
"Fauna","Invertebrados Aquáticos","Luidiidae","Luidia senegalensis","Estrela-do-mar","Marinho"
"Flora","Angiospermas","Asteraceae","Lulia nervosa","Cravo-do-campo","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Lupinus coriaceus","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Lupinus coriaceus","-","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Lupinus decurrens","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Lupinus laevigatus","-","Cerrado"
"Flora","Angiospermas","Fabaceae","Lupinus laevigatus","-","Mata Atlântica"
"Fauna","Peixes Marinhos","Lutjanidae","Lutjanus cyanopterus","Caranha","Marinho"
"Fauna","Peixes Marinhos","Lutjanidae","Lutjanus purpureus","Pargo","Marinho"
"Flora","Angiospermas","Ochnaceae","Luxemburgia angustifolia","-","Cerrado"
"Flora","Angiospermas","Ochnaceae","Luxemburgia corymbosa","-","Cerrado"
"Flora","Angiospermas","Ochnaceae","Luxemburgia corymbosa","-","Mata Atlântica"
"Flora","Angiospermas","Ochnaceae","Luxemburgia flexuosa","-","Cerrado"
"Flora","Angiospermas","Ochnaceae","Luxemburgia flexuosa","-","Mata Atlântica"
"Flora","Angiospermas","Poaceae","Luziola brasiliensis","-","Caatinga"
"Flora","Angiospermas","Poaceae","Luziola brasiliensis","-","Mata Atlântica"
"Fauna","Mamíferos","Canidae","Lycalopex vetulus","Raposa-do-campo","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora albertinioides","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora brunioides","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora crispa","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Lychnophora crispa","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora diamantinana","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora gardneri","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora granmogolensis","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Lychnophora granmogolensis","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora humillima","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora markgravii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora martiana","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora mello-barretoi","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora pohlii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora ramosissima","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora regis","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Lychnophora reticulata","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora rosmarinifolia","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Lychnophora rosmarinifolia","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora santosii","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Lychnophora sellowii","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora sericea","-","Caatinga"
"Flora","Angiospermas","Asteraceae","Lychnophora souzae","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora syncephala","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora tomentosa","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophora villosissima","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophoriopsis candelabrum","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophoriopsis damazioi","-","Cerrado"
"Flora","Angiospermas","Asteraceae","Lychnophoriopsis hatschbachii","-","Cerrado"
"Flora","Angiospermas","Solanaceae","Lycianthes repens","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Lycidae","Lycomorphon brasiliense","Besouro","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Prodidomidae","Lygromma ybyguara","Desconhecido","Cerrado"
"Flora","Angiospermas","Bromeliaceae","Lymania alvimii","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Lymania azurea","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Lymania brachycaulis","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Lymania corallina","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Lymania globosa","-","Mata Atlântica"
"Flora","Angiospermas","Bromeliaceae","Lymania spiculata","-","Mata Atlântica"
"Fauna","Invertebrados Aquáticos","Lymnaeidae","Lymnaea rupestris","Caramujo-de-água-doce","Mata Atlântica"
"Flora","Angiospermas","Primulaceae","Lysimachia barbata","-","Mata Atlântica"
"Flora","Angiospermas","Primulaceae","Lysimachia buxifolia","-","Mata Atlântica"
"Fauna","Invertebrados Aquáticos","Toxopneustidae","Lytechinus variegatus","Ouriço-lilás","Marinho"
"Flora","Angiospermas","Arecaceae","Lytocaryum insigne","icá-grande","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Machaerium obovatum","-","Mata Atlântica"
"Flora","Angiospermas","Moraceae","Maclura brasiliensis","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Macroditassa marianae","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Odontostomidae","Macrodontes dautzenbergianus","Desconhecido","Mata Atlântica"
"Flora","Angiospermas","Monimiaceae","Macropeplus friburgensis","-","Mata Atlântica"
"Flora","Angiospermas","Fabaceae","Macrosamanea prancei","-","Amazônia"
"Fauna","Invertebrados Terrestres","Libellulidae","Macrothemis tessellata","Libélula","Cerrado"
"Fauna","Invertebrados Terrestres","Libellulidae","Macrothemis tessellata","Libélula","Mata Atlântica"
"Flora","Angiospermas","Orobanchaceae","Magdalenaea limae","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Lycaenidae","Magnastigma julia","Borboleta","Cerrado"
"Fauna","Peixes Marinhos","Istiophoridae","Makaira nigricans","Marlin-azul","Marinho"
"Fauna","Peixes Marinhos","Labrisomidae","Malacoctenus brunoi","Desconhecido","Marinho"
"Flora","Angiospermas","Orchidaceae","Malaxis jaraguae","-","Mata Atlântica"
"Flora","Angiospermas","Rubiaceae","Manettia campanulacea","-","Mata Atlântica"
"Flora","Angiospermas","Rubiaceae","Manettia pauciflora","-","Mata Atlântica"
"Flora","Angiospermas","Euphorbiaceae","Manihot procumbens","-","Cerrado"
"Flora","Angiospermas","Sapotaceae","Manilkara dardanoi","maçaranduba","Mata Atlântica"
"Flora","Angiospermas","Sapotaceae","Manilkara decrescens","-","Mata Atlântica"
"Flora","Angiospermas","Sapotaceae","Manilkara maxima","maçaranduba vermelha","Mata Atlântica"
"Flora","Angiospermas","Sapotaceae","Manilkara multifida","-","Mata Atlântica"
"Fauna","Peixes Marinhos","Mobulidae","Manta birostris","Raia-manta","Marinho"
"Flora","Angiospermas","Marantaceae","Maranta subterranea","-","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Maratecoara formosa","Peixe-da-chuva","Cerrado"
"Fauna","Peixes Continentais","Rivulidae","Maratecoara splendida","Desconhecido","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia alba","-","Caatinga"
"Flora","Angiospermas","Melastomataceae","Marcetia alba","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia bahiana","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia formosa","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia hatschbachii","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia luetzelburgii","-","Caatinga"
"Flora","Angiospermas","Melastomataceae","Marcetia luetzelburgii","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia lychnophoroides","-","Caatinga"
"Flora","Angiospermas","Melastomataceae","Marcetia lychnophoroides","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia nummularia","-","Caatinga"
"Flora","Angiospermas","Melastomataceae","Marcetia nummularia","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia oxycoccoides","-","Caatinga"
"Flora","Angiospermas","Melastomataceae","Marcetia oxycoccoides","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia semiriana","-","Cerrado"
"Flora","Angiospermas","Melastomataceae","Marcetia shepherdii","-","Mata Atlântica"
"Flora","Angiospermas","Melastomataceae","Marcetia viscida","-","Caatinga"
"Flora","Briófitas","Marchantiaceae","Marchantia berteroana","-","Mata Atlântica"
"Flora","Angiospermas","Myrtaceae","Marlierea krapovickae","-","Mata Atlântica"
"Flora","Angiospermas","Myrtaceae","Marlierea lealcostae","-","Mata Atlântica"
"Flora","Angiospermas","Myrtaceae","Marlierea skortzoviana","-","Mata Atlântica"
"Fauna","Mamíferos","Didelphidae","Marmosops paulensis","Cuíca","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Marsdenia otoniensis","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Marsdenia queirozii","-","Caatinga"
"Flora","Angiospermas","Lamiaceae","Martianthus sancti-gabrielii","-","Caatinga"
"Flora","Angiospermas","Orchidaceae","Masdevallia discoidea","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Salticidae","Matagaia chromatopus","Aranha-papa-mosca","Ilha oceânica"
"Flora","Angiospermas","Apocynaceae","Matelea bahiensis","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Matelea glaziovii","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Matelea hatschbachii","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Matelea marcoassisii","-","Mata Atlântica"
"Flora","Angiospermas","Apocynaceae","Matelea santosii","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Chernetidae","Maxchernes iporangae","Pseudoescorpião","Mata Atlântica"
"Flora","Angiospermas","Celastraceae","Maytenus acanthophylla","-","Caatinga"
"Flora","Angiospermas","Celastraceae","Maytenus basidentata","-","Mata Atlântica"
"Flora","Angiospermas","Celastraceae","Maytenus quadrangulata","-","Caatinga"
"Flora","Angiospermas","Celastraceae","Maytenus quadrangulata","-","Mata Atlântica"
"Flora","Angiospermas","Celastraceae","Maytenus rupestris","-","Cerrado"
"Fauna","Mamíferos","Cervidae","Mazama bororo","Veado-bororó-de-são-paulo","Mata Atlântica"
"Fauna","Mamíferos","Cervidae","Mazama nana","Veado-bororó-do-sul","Cerrado"
"Fauna","Mamíferos","Cervidae","Mazama nana","Veado-bororó-do-sul","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Nymphalidae","Mcclungia cymo fallens","Asa-de-vidro","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Coenagrionidae","Mecistogaster pronoti","Libélula","Mata Atlântica"
"Flora","Angiospermas","Lamiaceae","Medusantha carvalhoi","-","Caatinga"
"Fauna","Peixes Continentais","Apteronotidae","Megadontognathus kaitukaensis","Desconhecido","Amazônia"
"Flora","Pteridófitas","Dryopteridaceae","Megalastrum wacketii","-","Mata Atlântica"
"Fauna","Invertebrados Terrestres","Megalobulimidae","Megalobulimus cardosoi","Aruá-do-mato","Mata Atlântica"
"Fauna","Peixes Marinhos","Megalopidae","Megalops atlanticus","Amaripim","Marinho"
"Fauna","Peixes Continentais","Crenuchidae","Melanocharacidium nigrum","Piaba","Amazônia"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus admirabilis","Desconhecido","Mata Atlântica"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus cambaraensis","Sapinho-verde-de-barriga-vermelha","Mata Atlântica"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus dorsalis","Flamenguinho, Sapinho-da-barriga-vermelha ","Mata Atlântica"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus dorsalis","Flamenguinho, Sapinho-da-barriga-vermelha ","Pampa"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus macrogranulosus","Desconhecido","Mata Atlântica"
"Fauna","Anfíbios","Bufonidae","Melanophryniscus setiba","Sapinho-da-restinga ","Mata Atlântica"
"Flora","Angiospermas","Rubiaceae","Melanopsidium nigrum","-","Cerrado"
"Flora","Angiospermas","Rubiaceae","Melanopsidium nigrum","-","Mata Atlântica"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus crixas","Desconhecido","Cerrado"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus illuminatus","Peixe-anual","Cerrado"
"Fauna","Peixes Continentais","Rivulidae","Melanorivulus karaja","Desconhecido","Cerrado"
