"Grupao","Grupo","Familia","Especie","NomeComum","CategoriaAmeaca"
"Flora","Angiospermas","Cactaceae","Frailea buenekeri","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Frailea castanea","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Frailea mammifera","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cactaceae","Frailea phaeodisca","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Frailea pumila","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Frailea pygmaea","-","Vulnerável (VU)"
"Fauna","Aves","Fregatidae","Fregata ariel","Tesourão-pequeno","Criticamente em Perigo (CR)"
"Fauna","Aves","Fregatidae","Fregata minor","Tesourão-grande","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Bignoniaceae","Fridericia crassa","-","Vulnerável (VU)"
"Flora","Angiospermas","Amaranthaceae","Froelichiella grisea","-","Em Perigo (EN)"
"Fauna","Mamíferos","Furipteridae","Furipterus horrens","Morcego","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Triakidae","Galeorhinus galeus","Cação-bico-doce ","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Galianthe elegans","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Galianthe souzae","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Galianthe vaginata","-","Em Perigo (EN)"
"Flora","Angiospermas","Rutaceae","Galipea carinata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Galium diphyllum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Galium rubidiflorum","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Galium shepherdii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Ericaceae","Gaultheria sleumeriana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Ericaceae","Gaylussacia angulata","-","Em Perigo (EN)"
"Flora","Angiospermas","Ericaceae","Gaylussacia caparoensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Ericaceae","Gaylussacia centunculifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Ericaceae","Gaylussacia harleyi","-","Vulnerável (VU)"
"Flora","Angiospermas","Ericaceae","Gaylussacia oleifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Ericaceae","Gaylussacia pruinosa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Ericaceae","Gaylussacia retivenia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Ericaceae","Gaylussacia setosa","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Ariidae","Genidens barbus","Bagre-branco","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Ariidae","Genidens planifrons","Bagre-marinho","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Lentibulariaceae","Genlisea lobata","-","Em Perigo (EN)"
"Fauna","Aves","Scleruridae","Geositta poeciloptera","Andarilho","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Ginglymostomatidae","Ginglymostoma cirratum","Tubarão-lixa","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Gonyleptidae","Giupponia chagasi","Opilião","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Characidae","Glandulocauda caerulea","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Continentais","Trichomycteridae","Glaphyropoma spinosum","Bagrinho-de-caverna","Vulnerável (VU)"
"Fauna","Aves","Trochilidae","Glaucis dohrnii","Balança-rabo-canela","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Glaziophyton mirabile","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Gleditsia amorphoides","Açucará-faveiro; Sucará","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Pieridae","Glennia pylotis","Borboleta","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Glomerodesmidae","Glomeridesmus spelaues","Piolho-de-cobra","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Phyllostomidae","Glyphonycteris behnii","Morcego","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Formicidae","Gnamptogenys wilsoni","Formiga","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Gochnatia rotundifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Marantaceae","Goeppertia tuberosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Marantaceae","Goeppertia widgrenii","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaranthaceae","Gomphrena centrota","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaranthaceae","Gomphrena hatschbachiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaranthaceae","Gomphrena nigricans","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Amaranthaceae","Gomphrena paranensis","-","Vulnerável (VU)"
"Flora","Angiospermas","Amaranthaceae","Gomphrena pulchella","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaranthaceae","Gomphrena regeliana","-","Vulnerável (VU)"
"Fauna","Répteis","Sphaerodactylidae","Gonatodes tapajonicus","Desconhecido","Em Perigo (EN)"
"Flora","Briófitas","Arnelliaceae","Gongylanthus liebmannianus","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Gonolobus dorothyanus","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Strophocheilidae","Gonyostomus insularis","Caracol-da-ilha","Em Perigo (EN)"
"Flora","Angiospermas","Rhamnaceae","Gouania corylifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Rhamnaceae","Gouania inornata","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Goyazia petraea","-","Em Perigo (EN)"
"Fauna","Aves","Grallariidae","Grallaria varia distincta","Tovacuçu","Vulnerável (VU)"
"Fauna","Aves","Grallariidae","Grallaria varia intercedens","Tovacuçu","Vulnerável (VU)"
"Flora","Pteridófitas","Polypodiaceae","Grammitis fluminensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Grandiphyllum divaricatum","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Grandiphyllum hians","-","Vulnerável (VU)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia aracensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia colatinensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia espiritensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia gardneriana","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia hyacinthina","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia liboniana","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia nocturna","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia parviflora","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Amaryllidaceae","Griffinia paubrasilica","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Grobya cipoensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Grobya fascifera","-","Vulnerável (VU)"
"Fauna","Aves","Psittacidae","Guaruba guarouba","Ararajuba","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Gubernatrix cristata","Cardeal-amarelo","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Guettarda paludosa","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Gunneraceae","Gunnera herteri","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Guzmania monostachia","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Guzmania sanguinea","-","Em Perigo (EN)"
"Fauna","Mamíferos","Cricetidae","Gyldenstolpia planaltensis","Rato-do-mato","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Gymnocalycium denudatum","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Cichlidae","Gymnogeophagus setequedas","Acará","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Gymnopogon doellii","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Gymnuridae","Gymnura altavela","Raia-manteiga","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Gyptis vernoniopsis","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Gyrostelma bornmuelleri","-","Em Perigo (EN)"
"Flora","Angiospermas","Apocynaceae","Gyrostelma oxypetaloides","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Habenaria achalensis","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Habenaria brachyplectron","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Habenaria ernestulei","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Habenaria galeandriformis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Habenaria itaculumia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Habenaria novaesii","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Habenaria piraquarensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaryllidaceae","Habranthus coeruleus","-","Vulnerável (VU)"
"Flora","Angiospermas","Amaryllidaceae","Habranthus irwinianus","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia alaori","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia brevipedunculata","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia jongheana","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia pumila","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia pygmaea","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia sincorana","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Hadrolaelia wittigiana","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Chactidae","Hadrurochactas araripe","Escorpião","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Chactidae","Hadrurochactas brejo","Escorpião","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Labridae","Halichoeres rubrovirens","Bodião-fogueira","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Halichondriidae","Halichondria (Halichondria) cebimarensis","Esponja","Vulnerável (VU)"
"Fauna","Invertebrados Aquáticos","Halichondriidae","Halichondria (Halichondria) tenebrica","Esponja","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Hamadryas velutina browni","Borboleta","Em Perigo (EN)"
"Flora","Angiospermas","Bignoniaceae","Handroanthus arianeae","-","Em Perigo (EN)"
"Flora","Angiospermas","Bignoniaceae","Handroanthus riodocensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Bignoniaceae","Handroanthus spongiosus","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Dipluridae","Harmonicon cerberus","Aranha-caranguejeira","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Fabaceae","Harpalyce lanata","-","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Harpalyce parvifolia","-","Em Perigo (EN)"
"Fauna","Aves","Accipitridae","Harpia harpyja","gavião-real","Vulnerável (VU)"
"Fauna","Peixes Continentais","Loricariidae","Harttia depressa","Acari-cachimbo ","Em Perigo (EN)"
"Fauna","Peixes Continentais","Loricariidae","Harttia dissidens","Acari-cachimbo ","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Hasemania crenuchoides","Lambari ","Vulnerável (VU)"
