"Grupao","Grupo","Familia","Especie","NomeComum","CategoriaAmeaca"
"Fauna","Aves","Psittacidae","Pyrrhura griseipectus","Tiriba-de-peito-cinza","Em Perigo (EN)"
"Fauna","Aves","Psittacidae","Pyrrhura lepida","Tiriba-pérola","Vulnerável (VU)"
"Fauna","Aves","Psittacidae","Pyrrhura lepida lepida","Tiriba-pérola","Vulnerável (VU)"
"Fauna","Aves","Psittacidae","Pyrrhura leucotis","Tiriba-de-orelha-branca","Vulnerável (VU)"
"Fauna","Aves","Psittacidae","Pyrrhura pfrimeri","Tiriba-de-pfrimer","Em Perigo (EN)"
"Flora","Angiospermas","Vochysiaceae","Qualea coerulea","-","Vulnerável (VU)"
"Flora","Angiospermas","Vochysiaceae","Qualea magna","-","Em Perigo (EN)"
"Flora","Angiospermas","Amaranthaceae","Quaternella glabratoides","-","Em Perigo (EN)"
"Flora","Angiospermas","Bromeliaceae","Quesnelia kautskyi","-","Vulnerável (VU)"
"Flora","Angiospermas","Bromeliaceae","Quesnelia seideliana","-","Em Perigo (EN)"
"Flora","Angiospermas","Quillajaceae","Quillaja brasiliensis","assa toucinho; Bugreiro-da-várzea; lava-cabelo; sabao de soldado","Em Perigo (EN)"
"Fauna","Invertebrados Aquáticos","Spongillidae","Racekiela cavernicola","Esponja","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Characidae","Rachoviscus crassiceps","Lambari-da-restinga","Em Perigo (EN)"
"Fauna","Peixes Continentais","Characidae","Rachoviscus graciliceps","Lambari","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Raddia angustifolia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Raddia distichophylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Rauhiella silvana","-","Em Perigo (EN)"
"Flora","Angiospermas","Rutaceae","Raulinoa echinata","-","Vulnerável (VU)"
"Flora","Angiospermas","Verbenaceae","Recordia reitzii","-","Em Perigo (EN)"
"Flora","Pteridófitas","Marsileaceae","Regnellidium diphyllum","-","Vulnerável (VU)"
"Flora","Angiospermas","Poaceae","Reitzia smithii","-","Vulnerável (VU)"
"Flora","Angiospermas","Zingiberaceae","Renealmia brasiliensis","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Heptapteridae","Rhamdia jequitinhonha","Mandi","Vulnerável (VU)"
"Fauna","Peixes Continentais","Heptapteridae","Rhamdiopsis krugi","Bagrinho-cego","Vulnerável (VU)"
"Flora","Angiospermas","Rhamnaceae","Rhamnidium glabrum","-","Vulnerável (VU)"
"Fauna","Aves","Thamnophilidae","Rhegmatorhina gymnops","Mãe-de-taoca-de-cara-branca","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Rhincodontidae","Rhincodon typus","Tubarão-baleia","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Rhinobatidae","Rhinobatos horkelii","Raia-viola ","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Rhinobatidae","Rhinobatos lentiginosus","Raia-viola ","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Rhinopetitia potamorhachia","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Myliobatidae","Rhinoptera brasiliensis","Raia-beiço-de-boi","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Aeshnidae","Rhionaeschna eduardoi","Libélula","Em Perigo (EN)"
"Fauna","Mamíferos","Cricetidae","Rhipidomys cariri","Rato-da-árvore","Vulnerável (VU)"
"Fauna","Mamíferos","Cricetidae","Rhipidomys tribei","Rato-da-árvore","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Rhipsalis cereoides","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cactaceae","Rhipsalis pacheco-leonis","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Rhipsalis paradoxa subsp. septentrionalis","-","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Rhodostemonodaphne capixabensis","Canela do nativo; oliveira da praia","Em Perigo (EN)"
"Flora","Angiospermas","Lauraceae","Rhodostemonodaphne parvifolia","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Lauraceae","Rhodostemonodaphne recurva","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Formicidae","Rhopalothrix plaumanni","Formiga","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Buthidae","Rhopalurus lacrau","Escorpião","Em Perigo (EN)"
"Fauna","Aves","Thamnophilidae","Rhopornis ardesiacus","Gravatazeiro","Em Perigo (EN)"
"Flora","Angiospermas","Melastomataceae","Rhynchanthera latifolia","-","Vulnerável (VU)"
"Fauna","Peixes Continentais","Doradidae","Rhynchodoras xingui","Bacuzinho","Em Perigo (EN)"
"Flora","Briófitas","Ricciaceae","Riccia ridleyi","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Richardia schumannii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago angustifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago arenaria","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Richterago campestris","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago caulescens","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Richterago conduplicata","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago elegans","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Richterago hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago lanata","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago petiolata","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago polyphylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago riparia","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Richterago stenophylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Richterago suffrutescens","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Violaceae","Rinorea bicornuta","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Violaceae","Rinorea longistipulata","canela de velho","Em Perigo (EN)"
"Flora","Angiospermas","Violaceae","Rinorea ramiziana","-","Em Perigo (EN)"
"Flora","Angiospermas","Violaceae","Rinorea villosiflora","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Riodocea pulcherrima","Arariba-preta; Jenipapo-da-mata; Jenipapo-bravo; Jenipapinho","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Arhynchobatidae","Rioraja agassizii","Raia-santa ","Em Perigo (EN)"
"Fauna","Répteis","Dipsadidae","Rodriguesophis chui","Muçurana-nariguda-das-dunas","Em Perigo (EN)"
"Fauna","Répteis","Dipsadidae","Rodriguesophis scriptorcibatus","Muçurana-nariguda-do-são-francisco","Em Perigo (EN)"
"Fauna","Peixes Continentais","Cynodontidae","Roestes itupiranga","Desconhecido","Vulnerável (VU)"
"Flora","Angiospermas","Proteaceae","Roupala asplenioides","-","Em Perigo (EN)"
"Flora","Angiospermas","Proteaceae","Roupala sculpta","-","Vulnerável (VU)"
"Flora","Angiospermas","Connaraceae","Rourea cnestidifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Connaraceae","Rourea pseudospadicea","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Hubbardiidae","Rowlandius ubajara","Escorpião-chicote-de-cauda-curta","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Rudgea coronata subsp. saint-hilairei","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Rudgea corymbulosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Rudgea crassifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Rudgea erythrocarpa","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Rudgea insignis","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Rudgea jasminoides subsp. nervosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Rudgea macrophylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Rudgea pachyphylla","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Rudgea parquioides subsp. caprifolium","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Rubiaceae","Rudgea parquioides subsp. hirsutissima","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Rudgea parvifolia","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Rudgea sessilis subsp. cipoana","-","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Rudgea umbrosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Rubiaceae","Rustia angustifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Alismataceae","Sagittaria lancifolia","-","Vulnerável (VU)"
"Fauna","Mamíferos","Callitrichidae","Saguinus bicolor","Sauim-de-coleira","Criticamente em Perigo (CR)"
"Fauna","Mamíferos","Callitrichidae","Saguinus niger","Sagui-una","Vulnerável (VU)"
"Fauna","Mamíferos","Cebidae","Saimiri vanzolinii","Macaco-de-cheiro","Vulnerável (VU)"
"Flora","Angiospermas","Celastraceae","Salacia mosenii","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Chelodesmidae","Sandalodesmus stramineus","Piolho-de-cobra","Vulnerável (VU)"
"Fauna","Mamíferos","Cebidae","Sapajus cay","Macaco-prego","Vulnerável (VU)"
"Fauna","Mamíferos","Cebidae","Sapajus flavius","Macaco-prego-galego","Em Perigo (EN)"
"Fauna","Mamíferos","Cebidae","Sapajus robustus","Macaco-prego-de crista","Em Perigo (EN)"
"Fauna","Mamíferos","Cebidae","Sapajus xanthosternos","Macaco-prego-do-peito-amarelo","Em Perigo (EN)"
"Flora","Angiospermas","Marantaceae","Saranthe composita","-","Vulnerável (VU)"
"Flora","Angiospermas","Sapotaceae","Sarcaulus vestitus","-","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Sarcoglottis alexandri","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Anostomidae","Sartor tucuruiense","Aracu-boca-pra-cima","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Saundersia mirabilis","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Saundersia paniculata","-","Vulnerável (VU)"
"Flora","Angiospermas","Ochnaceae","Sauvagesia nitida","-","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Nymphalidae","Scada karschina delicata","Borboleta","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Labridae","Scarus trispinosus","Peixe-papagaio-azul","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Labridae","Scarus zelindae","Peixe-papagaio-banana","Vulnerável (VU)"
"Flora","Angiospermas","Araliaceae","Schefflera aurata","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Araliaceae","Schefflera gardneri","-","Em Perigo (EN)"
"Flora","Angiospermas","Araliaceae","Schefflera glaziovii","-","Em Perigo (EN)"
"Flora","Angiospermas","Araliaceae","Schefflera sprucei","-","Vulnerável (VU)"
"Flora","Angiospermas","Araliaceae","Schefflera succinea","-","Em Perigo (EN)"
"Fauna","Aves","Tityridae","Schiffornis turdina intermedia","Flautim-marrom","Vulnerável (VU)"
"Flora","Angiospermas","Anacardiaceae","Schinopsis balansae","-","Em Perigo (EN)"
"Flora","Angiospermas","Poaceae","Schizachyrium scabriflorum","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Carabidae","Schizogenius ocellatus","Besouro","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Schlechtendalia luzulifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Schlumbergera kautskyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Cactaceae","Schlumbergera microsphaerica","-","Vulnerável (VU)"
"Flora","Angiospermas","Cactaceae","Schlumbergera opuntioides","-","Vulnerável (VU)"
"Flora","Angiospermas","Solanaceae","Schwenckia curviflora","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Schwenckia nova-veneciana","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Ariidae","Sciades parkeri","Gurijuba","Vulnerável (VU)"
"Fauna","Anfíbios","Hylidae","Scinax alcatraz","Perereca-de-Alcatraz","Criticamente em Perigo (CR)"
"Fauna","Anfíbios","Hylidae","Scinax duartei","Desconhecido","Vulnerável (VU)"
"Fauna","Anfíbios","Hylidae","Scinax faivovichi","Desconhecido","Vulnerável (VU)"
"Fauna","Anfíbios","Hylidae","Scinax peixotoi","Desconhecido","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Cyperaceae","Scleria balansae","-","Vulnerável (VU)"
"Fauna","Peixes Continentais","Callichthyidae","Scleromystax macropterus","Limpa-fundo","Em Perigo (EN)"
"Fauna","Aves","Scleruridae","Sclerurus caudacutus caligineus","Vira-folha-pardo","Criticamente em Perigo (CR)"
"Fauna","Aves","Scleruridae","Sclerurus caudacutus umbretta","Vira-folha-pardo","Criticamente em Perigo (CR)"
"Fauna","Aves","Scleruridae","Sclerurus cearensis","Vira-folhas-cearense","Vulnerável (VU)"
"Fauna","Aves","Scleruridae","Sclerurus macconnelli bahiae","Vira-folha-de-peito-vermelho","Vulnerável (VU)"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus aureatus","Acari-da-pedra","Vulnerável (VU)"
"Fauna","Peixes Continentais","Loricariidae","Scobinancistrus pariolispos","Acari-da-pedra","Vulnerável (VU)"
"Fauna","Invertebrados Terrestres","Scolopendridae","Scolopendropsis duplicata","Lacraia, centopeia","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Scorpaenidae","Scorpaenodes insularis","Peixe-pedra-arco-iris ","Vulnerável (VU)"
"Flora","Angiospermas","Rhamnaceae","Scutia arenicola","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Scuticaria irwiniana","-","Em Perigo (EN)"
"Flora","Angiospermas","Orchidaceae","Scuticaria itirapinensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Scuticaria kautskyi","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Orchidaceae","Scuticaria strictifolia","-","Em Perigo (EN)"
"Fauna","Aves","Rhinocryptidae","Scytalopus diamantinensis","Tapaculo-da-chapada-diamantina","Em Perigo (EN)"
"Fauna","Aves","Rhinocryptidae","Scytalopus gonzagai","Macuquinho-preto-baiano","Em Perigo (EN)"
"Fauna","Aves","Rhinocryptidae","Scytalopus iraiensis","Macuquinho-da-várzea","Em Perigo (EN)"
"Fauna","Aves","Rhinocryptidae","Scytalopus novacapitalis","Tapaculo-de-brasília","Em Perigo (EN)"
"Flora","Pteridófitas","Selaginellaceae","Selaginella mendoncae","-","Vulnerável (VU)"
"Fauna","Aves","Ramphastidae","Selenidera gouldii baturitensis","Saripoca-de-gould","Em Perigo (EN)"
"Flora","Angiospermas","Fabaceae","Sellocharis paradoxa","-","Vulnerável (VU)"
"Flora","Angiospermas","Gentianaceae","Senaea coerulea","-","Em Perigo (EN)"
"Flora","Angiospermas","Gentianaceae","Senaea janeirensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio almasensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Senecio caparaoensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio gertii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio graciellae","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio heteroschizus","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio langei","-","Vulnerável (VU)"
"Flora","Angiospermas","Asteraceae","Senecio promatensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Senecio ramboanus","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Senecio riograndensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Sapindaceae","Serjania divaricocca","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Sapindaceae","Serjania hatschbachii","-","Criticamente em Perigo (CR)"
"Fauna","Aves","Tyrannidae","Serpophaga hypoleuca pallida","Alegrinho-do-rio","Vulnerável (VU)"
"Flora","Angiospermas","Poaceae","Setaria parviflora var. pilosissima","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Poaceae","Setaria stolonifera","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Commelinaceae","Siderasis fuscata","-","Em Perigo (EN)"
"Flora","Angiospermas","Simaroubaceae","Simaba glabra","marupá do cerrado; mata-barata branco","Vulnerável (VU)"
"Flora","Angiospermas","Simaroubaceae","Simaba insignis","calunga; paraíba-mirim","Em Perigo (EN)"
"Flora","Angiospermas","Simaroubaceae","Simaba salubris","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Simaroubaceae","Simaba suaveolens","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Simaroubaceae","Simaba warmingiana","mata-barata","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Simira grazielae","Arariba","Em Perigo (EN)"
"Flora","Angiospermas","Rubiaceae","Simira hatschbachiorum","-","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys boitonei","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys cholopteryx","Desconhecido","Em Perigo (EN)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys nigromaculatus","Peixe-da-chuva","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys parallelus","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys punctulatus","Peixe-anual","Vulnerável (VU)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys santanae","Peixe-anual","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Simpsonichthys zonatus","Peixe-anual","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Gesneriaceae","Sinningia aghensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia araneosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Sinningia carangolensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia cardinalis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Gesneriaceae","Sinningia cochlearis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Gesneriaceae","Sinningia defoliata","-","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Sinningia glazioviana","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Gesneriaceae","Sinningia guttata","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia harleyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia hatschbachii","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia hirsuta","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia iarae","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia insularis","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia kautskyi","-","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Sinningia lindleyi","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia lineata","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia micans","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia piresiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia rupicola","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia striata","-","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Sinningia tuberosa","-","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Sinningia valsuganensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Gesneriaceae","Sinningia villosa","-","Em Perigo (EN)"
"Flora","Angiospermas","Myrtaceae","Siphoneugena kuhlmannii","-","Vulnerável (VU)"
"Flora","Angiospermas","Elaeocarpaceae","Sloanea obtusifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Asteraceae","Smallanthus araucariophilus","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Asteraceae","Smallanthus riograndensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Smilacaceae","Smilax lappacea","-","Em Perigo (EN)"
"Flora","Angiospermas","Smilacaceae","Smilax lutescens","Pitanga; Pitanga sem espinho","Em Perigo (EN)"
"Flora","Angiospermas","Smilacaceae","Smilax muscosa","Salsaparilha","Vulnerável (VU)"
"Flora","Angiospermas","Smilacaceae","Smilax spicata","-","Em Perigo (EN)"
"Flora","Angiospermas","Smilacaceae","Smilax subsessiliflora","Japecanga","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum arenarium","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum bahianum","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum graveolens","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum jabrense","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum paralum","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum restingae","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum santosii","-","Vulnerável (VU)"
"Flora","Angiospermas","Solanaceae","Solanum spissifolium","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Solanaceae","Solanum viscosissimum","-","Em Perigo (EN)"
"Flora","Angiospermas","Solanaceae","Solanum warmingii","-","Em Perigo (EN)"
"Fauna","Mamíferos","Delphinidae","Sotalia guianensis","Boto-cinza","Vulnerável (VU)"
"Flora","Briófitas","Arnelliaceae","Southbya organensis","-","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Escadabiidae","Spaeleoleptes spaeleus","Opilião","Em Perigo (EN)"
"Flora","Angiospermas","Bignoniaceae","Sparattosperma catingae","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Labridae","Sparisoma axillare","Peixe-papagaio-cinza","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Labridae","Sparisoma frondosum","Peixe-papagaio-cinza","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Labridae","Sparisoma rocha","Bodião-de-trindade","Vulnerável (VU)"
"Flora","Angiospermas","Orchidaceae","Specklinia gomesferreirae","-","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Rivulidae","Spectrolebias reticulatus","Desconhecido","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica allodentatus","Pseudoescorpião","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica iuiu","Pseudoescorpião","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Terrestres","Bochicidae","Spelaeobochica muchmorei","Pseudoescorpião","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Chernetidae","Spelaeochernes gracilipalpus","Pseudoescorpião","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Ochyroceratidae","Speocera eleonorae","Desconhecido","Em Perigo (EN)"
"Fauna","Mamíferos","Canidae","Speothos venaticus","Cachorro-vinagre","Vulnerável (VU)"
"Flora","Angiospermas","Gesneriaceae","Sphaerorrhiza burchellii","-","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna lewini","Tubarão-martelo","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna media","Tubarão-martelo-de-aba-curta","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna mokarran","Tubarão-martelo-grande","Em Perigo (EN)"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tiburo","Tubarão-martelo","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Loganiaceae","Spigelia aceifolia","-","Em Perigo (EN)"
"Flora","Angiospermas","Loganiaceae","Spigelia amplexicaulis","-","Em Perigo (EN)"
"Flora","Angiospermas","Loganiaceae","Spigelia cipoensis","-","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Loganiaceae","Spigelia flava","-","Vulnerável (VU)"
"Flora","Angiospermas","Loganiaceae","Spigelia kuhlmannii","-","Em Perigo (EN)"
"Flora","Angiospermas","Loganiaceae","Spigelia lundiana","-","Em Perigo (EN)"
"Flora","Angiospermas","Loganiaceae","Spigelia reitzii","-","Em Perigo (EN)"
"Flora","Angiospermas","Loganiaceae","Spigelia vestita","-","Em Perigo (EN)"
"Fauna","Invertebrados Terrestres","Cryptogeobiidae","Spinopilar moria","Opilião","Criticamente em Perigo (CR)"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","Vulnerável (VU)"
"Fauna","Peixes Continentais","Characidae","Spintherobolus broccae","Piaba","Em Perigo (EN)"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","Em Perigo (EN)"
"Fauna","Peixes Continentais","Characidae","Spintherobolus papilliferus","Lambari ","Criticamente em Perigo (CR)"
"Fauna","Invertebrados Aquáticos","Pomatiopsidae","Spiripockia punctata","Desconhecido","Em Perigo (EN)"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","Vulnerável (VU)"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","Em Perigo (EN)"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","Criticamente em Perigo (CR)"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila nigrorufa","Caboclinho-do-sertão","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","Vulnerável (VU)"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","Vulnerável (VU)"
"Fauna","Peixes Marinhos","Squalidae","Squalus acanthias","Cação-bagre","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","Criticamente em Perigo (CR)"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","Criticamente em Perigo (CR)"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta almasensis","-","Em Perigo (EN)"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta procumbens","-","Em Perigo (EN)"
