"Grupao","Grupo","Familia","Especie","NomeComum","EstadosOcorrencia"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","MA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","PA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","PB"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","PE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","PI"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","RJ"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","RN"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","SE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna tudes","Tubarão-martelo","SP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","AL"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","AP"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","BA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","CE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","ES"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","MA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","PA"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","PB"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","PE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","PI"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","PR"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","RJ"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","RN"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","RS"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","SC"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","SE"
"Fauna","Peixes Marinhos","Sphyrnidae","Sphyrna zygaena","Tubarão-martelo-liso","SP"
"Flora","Angiospermas","Loganiaceae","Spigelia aceifolia","-","MG"
"Flora","Angiospermas","Loganiaceae","Spigelia amplexicaulis","-","MG"
"Flora","Angiospermas","Loganiaceae","Spigelia amplexicaulis","-","SP"
"Flora","Angiospermas","Loganiaceae","Spigelia cipoensis","-","MG"
"Flora","Angiospermas","Loganiaceae","Spigelia flava","-","BA"
"Flora","Angiospermas","Loganiaceae","Spigelia kuhlmannii","-","BA"
"Flora","Angiospermas","Loganiaceae","Spigelia lundiana","-","MG"
"Flora","Angiospermas","Loganiaceae","Spigelia reitzii","-","PR"
"Flora","Angiospermas","Loganiaceae","Spigelia reitzii","-","SC"
"Flora","Angiospermas","Loganiaceae","Spigelia reitzii","-","SP"
"Flora","Angiospermas","Loganiaceae","Spigelia vestita","-","PR"
"Fauna","Invertebrados Terrestres","Cryptogeobiidae","Spinopilar moria","Opilião","MG"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","PR"
"Fauna","Peixes Continentais","Characidae","Spintherobolus ankoseion","Lambari","SC"
"Fauna","Peixes Continentais","Characidae","Spintherobolus broccae","Piaba","RJ"
"Fauna","Peixes Continentais","Characidae","Spintherobolus broccae","Piaba","SP"
"Fauna","Peixes Continentais","Characidae","Spintherobolus leptoura","Lambari","SP"
"Fauna","Peixes Continentais","Characidae","Spintherobolus papilliferus","Lambari ","SP"
"Fauna","Invertebrados Aquáticos","Pomatiopsidae","Spiripockia punctata","Desconhecido","BA"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","AL"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","BA"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","CE"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","PB"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","PE"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","PI"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","RN"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","SE"
"Fauna","Aves","Fringilidae","Sporagra yarrellii","Pintassilgo-do-nordeste","TO"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","DF"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","GO"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","PA"
"Flora","Angiospermas","Poaceae","Sporobolus apiculatus","-","SP"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","BA"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","GO"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","MG"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","PR"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","RS"
"Fauna","Aves","Thraupidae","Sporophila beltoni","Patativa-tropeira","SC"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","BA"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","ES"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","MG"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","PR"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","RJ"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","SC"
"Fauna","Aves","Thraupidae","Sporophila falcirostris","Cigarra-verdadeira","SP"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","BA"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","ES"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","MG"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","PR"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","RJ"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","RS"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","SC"
"Fauna","Aves","Thraupidae","Sporophila frontalis","Pixoxó","SP"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","DF"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","GO"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","MG"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","MS"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","MT"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","PA"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","PR"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","RS"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","SC"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","SP"
"Fauna","Aves","Thraupidae","Sporophila hypoxantha","Caboclinho-de-barriga-vermelha","TO"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","AC"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","AM"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","AP"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","BA"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","DF"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","ES"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","GO"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","MA"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","MG"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","MS"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","MT"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","PA"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","PI"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","PR"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","RJ"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","RO"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","SP"
"Fauna","Aves","Thraupidae","Sporophila maximiliani","Bicudo-verdadeiro","TO"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","DF"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","MG"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","MS"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","PR"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","RS"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","SC"
"Fauna","Aves","Thraupidae","Sporophila melanogaster","Caboclinho-de-barriga-preta","SP"
"Fauna","Aves","Thraupidae","Sporophila nigrorufa","Caboclinho-do-sertão","MS"
"Fauna","Aves","Thraupidae","Sporophila nigrorufa","Caboclinho-do-sertão","MT"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","GO"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","MG"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","MS"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","MT"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","PA"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","PR"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","RS"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","SP"
"Fauna","Aves","Thraupidae","Sporophila palustris","Caboclinho-de-papo-branco","TO"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","AM"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","GO"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","MG"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","MS"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","MT"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","PA"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","PR"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","RS"
"Fauna","Aves","Thraupidae","Sporophila ruficollis","Caboclinho-de-papo-escuro","SP"
"Fauna","Peixes Marinhos","Squalidae","Squalus acanthias","Cação-bagre","RS"
"Fauna","Peixes Marinhos","Squalidae","Squalus acanthias","Cação-bagre","SC"
"Fauna","Peixes Marinhos","Squalidae","Squalus acanthias","Cação-bagre","SP"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","PR"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","RJ"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","RS"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","SC"
"Fauna","Peixes Marinhos","Squatinidae","Squatina argentina","Cação-anjo-de-asa-longa","SP"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","PR"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","RJ"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","RS"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","SC"
"Fauna","Peixes Marinhos","Squatinidae","Squatina guggenheim","Cação-anjo-espinhudo","SP"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","PR"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","RJ"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","RS"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","SC"
"Fauna","Peixes Marinhos","Squatinidae","Squatina occulta","Cação-anjo-de-asa-curta","SP"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta almasensis","-","BA"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta procumbens","-","MG"
"Flora","Angiospermas","Verbenaceae","Stachytarpheta radlkoferiana","-","BA"
"Flora","Angiospermas","Rubiaceae","Staelia hatschbachii","-","MG"
"Flora","Angiospermas","Rubiaceae","Standleya kuhlmanni","-","ES"
"Flora","Angiospermas","Acanthaceae","Staurogyne brachiata","-","RJ"
"Flora","Angiospermas","Acanthaceae","Staurogyne carvalhoi","-","BA"
"Flora","Angiospermas","Acanthaceae","Staurogyne carvalhoi","-","ES"
"Flora","Angiospermas","Acanthaceae","Staurogyne elegans","-","MG"
"Flora","Angiospermas","Acanthaceae","Staurogyne itatiaiae","-","RJ"
"Flora","Angiospermas","Acanthaceae","Staurogyne itatiaiae","-","SP"
"Flora","Angiospermas","Acanthaceae","Staurogyne vauthieriana","-","MG"
"Flora","Angiospermas","Acanthaceae","Staurogyne veronicifolia","-","ES"
"Flora","Angiospermas","Acanthaceae","Staurogyne warmingiana","-","MG"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes rocasensis","Donzela-de-rocas","PE"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes sanctipauli","Donzela-de-são-pedro ","PE"
"Fauna","Peixes Marinhos","Pomacentridae","Stegastes trindadensis","Donzela-de-trindade ","ES"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion amblyurum","Surubim-do-jequitinhonha","MG"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion doceanum","Surubim-do-doce","MG"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion melanodermatum","Surubim-do-iguaçu","PR"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion parahybae","Surubim-do-paraíba","MG"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion parahybae","Surubim-do-paraíba","RJ"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion parahybae","Surubim-do-paraíba","SP"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","MG"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","RS"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","SC"
"Fauna","Peixes Continentais","Pimelodidae","Steindachneridion scriptum","Surubim","SP"
"Flora","Angiospermas","Plantaginaceae","Stemodia harleyi","-","BA"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","MS"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","PR"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","RJ"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","RS"
"Flora","Angiospermas","Plantaginaceae","Stemodia hyptoides","-","SC"
"Flora","Angiospermas","Asteraceae","Stenachaenium macrocephalum","-","PR"
"Flora","Angiospermas","Asteraceae","Stenachaenium macrocephalum","-","RS"
"Flora","Angiospermas","Acanthaceae","Stenandrium hatschbachii","-","MG"
"Flora","Angiospermas","Acanthaceae","Stenandrium stenophyllum","-","MG"
"Fauna","Répteis","Tropiduridae","Stenocercus azureus","Iguaninha-azul; Lagarto-das-pedras","RS"
"Fauna","Répteis","Tropiduridae","Stenocercus dumerilii","Desconhecido","MA"
"Fauna","Répteis","Tropiduridae","Stenocercus dumerilii","Desconhecido","PA"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","CE"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","ES"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","MG"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis limula","-","SP"
"Flora","Pteridófitas","Polypodiaceae","Stenogrammitis pumila","-","ES"
"Flora","Angiospermas","Asteraceae","Stenophalium eriodes","-","BA"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium engleri","-","MG"
"Flora","Angiospermas","Dichapetalaceae","Stephanopodium magnifolium","-","BA"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","AL"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","BA"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","CE"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","ES"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","PA"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","PE"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","PI"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","RJ"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","RN"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","RS"
"Fauna","Aves","Sternidae","Sterna dougallii","Trinta-réis-róseo","SE"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","AP"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","BA"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","ES"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","PA"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","PR"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","RJ"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","RS"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","SC"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","SE"
"Fauna","Aves","Sternidae","Sterna hirundinacea","Trinta-réis-de-bico-vermelho","SP"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchella curvioperculata","Ituí","SP"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchogiton zuanoni","Desconhecido","PA"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus britskii","Ituí","MS"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus britskii","Ituí","SP"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus caboclo","Desconhecido","RR"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus higuchii","Desconhecido","AM"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus inpai","Desconhecido","PA"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus jaimei","Desconhecido","AM"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus kokraimoro","Desconhecido","PA"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus mareikeae","Desconhecido","PA"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus severii","Ituí","RR"
"Fauna","Peixes Continentais","Apteronotidae","Sternarchorhynchus villasboasi","Desconhecido","PA"
"Flora","Angiospermas","Asteraceae","Stevia catharinensis","-","PR"
"Flora","Angiospermas","Asteraceae","Stevia catharinensis","-","SC"
"Flora","Angiospermas","Asteraceae","Stevia hilarii","-","MG"
"Flora","Angiospermas","Asteraceae","Stevia leptophylla","-","PR"
"Flora","Angiospermas","Asteraceae","Stevia leptophylla","-","SP"
"Flora","Angiospermas","Asteraceae","Stevia riedelli","-","RJ"
"Flora","Angiospermas","Asteraceae","Stevia selloi","-","PR"
"Flora","Angiospermas","Asteraceae","Stevia selloi","-","RS"
"Flora","Angiospermas","Asteraceae","Stevia selloi","-","SC"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","MG"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","PR"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","RJ"
"Flora","Angiospermas","Asteraceae","Steyermarkina dispalata","-","SP"
"Flora","Angiospermas","Asteraceae","Stifftia fruticosa","-","RJ"
"Flora","Angiospermas","Asteraceae","Stifftia fruticosa","-","SP"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon bradei","-","SP"
"Flora","Angiospermas","Malpighiaceae","Stigmaphyllon carautae","-","RJ"
