"Grupao","Grupo","Familia","Especie","NomeComum","EstadosOcorrencia"
"Fauna","Invertebrados Terrestres","Scarabaeidae","Ateuchus squalidus","Desconhecido","SC"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus lazzarotoi","Peixe-anual","RJ"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus maricensis","Desconhecido","RJ"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus nudiventris","Peixe-anual","ES"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus simplicis","Peixe-anual","RJ"
"Fauna","Peixes Continentais","Rivulidae","Atlantirivulus simplicis","Peixe-anual","SP"
"Fauna","Peixes Marinhos","Arhynchobatidae","Atlantoraja castelnaui","Raia-chita","RS"
"Fauna","Peixes Marinhos","Arhynchobatidae","Atlantoraja castelnaui","Raia-chita","PR"
"Fauna","Peixes Marinhos","Arhynchobatidae","Atlantoraja castelnaui","Raia-chita","SC"
"Fauna","Peixes Marinhos","Arhynchobatidae","Atlantoraja castelnaui","Raia-chita","SP"
"Fauna","Répteis","Dipsadidae","Atractus caete","Cobra-da-terra-da-floresta","AL"
"Fauna","Répteis","Dipsadidae","Atractus caete","Cobra-da-terra-da-floresta","PE"
"Fauna","Répteis","Dipsadidae","Atractus hoogmoedi","Desconhecido","PA"
"Fauna","Répteis","Dipsadidae","Atractus ronnie","Cobra-da-terra-dos-brejos","CE"
"Fauna","Répteis","Dipsadidae","Atractus serranus","Desconhecido","SP"
"Fauna","Répteis","Dipsadidae","Atractus thalesdelemai","Cobra-da-terra-do-sul","RS"
"Flora","Briófitas","Dicranaceae","Atractylocarpus brasiliensis","-","BA"
"Flora","Briófitas","Dicranaceae","Atractylocarpus brasiliensis","-","PI"
"Flora","Briófitas","Dicranaceae","Atractylocarpus brasiliensis","-","RJ"
"Flora","Briófitas","Dicranaceae","Atractylocarpus longisetus","-","ES"
"Flora","Briófitas","Dicranaceae","Atractylocarpus longisetus","-","MG"
"Flora","Briófitas","Dicranaceae","Atractylocarpus longisetus","-","RJ"
"Fauna","Invertebrados Terrestres","Formicidae","Atta robusta","Saúva-preta","ES"
"Fauna","Invertebrados Terrestres","Formicidae","Atta robusta","Saúva-preta","RJ"
"Flora","Angiospermas","Arecaceae","Attalea barreirensis","Catole","BA"
"Flora","Angiospermas","Arecaceae","Attalea barreirensis","Catole","GO"
"Flora","Angiospermas","Arecaceae","Attalea barreirensis","Catole","PI"
"Flora","Angiospermas","Arecaceae","Attalea brasiliensis","Indaiá","GO"
"Flora","Angiospermas","Arecaceae","Attalea brasiliensis","Indaiá","DF"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","AL"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","BA"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","CE"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","ES"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","MG"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","PB"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","PE"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","RN"
"Fauna","Aves","Tyrannidae","Attila spadiceus uropygiatus","Capitão-de-saíra-amarelo ","SE"
"Fauna","Aves","Trochilidae","Augastes lumachella","Beija-flor-de-gravata-vermelha","BA"
"Flora","Angiospermas","Asteraceae","Austroeupatorium rosmarinaceum","-","SP"
"Flora","Angiospermas","Asteraceae","Austroeupatorium rosmarinaceum","-","PR"
"Flora","Angiospermas","Asteraceae","Austroeupatorium rosmarinaceum","-","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias adloffi","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias alexandri","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias arachan","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias carvalhoi","Peixe-anual","PR"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias carvalhoi","Peixe-anual","SC"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias charrua","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias cheradophilus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias cyaneus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias ibicuiensis","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias jaegari","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias juanlangi","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias litzi","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias luteoflammulatus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias melanoorus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias minuano","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias nachtigalli","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias nigrofasciatus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias paucisquama","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias periodicus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias prognathus","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias univentripinnis","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias varzeae","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias vazferreirai","Peixe-anual","RS"
"Fauna","Peixes Continentais","Rivulidae","Austrolebias wolterstorffi","Peixe-anual","RS"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","AL"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","PB"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","PE"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","RN"
"Fauna","Aves","Furnariidae","Automolus lammi","Barranqueiro-do-nordeste ","SE"
"Fauna","Invertebrados Terrestres","Theraphosidae","Avicularia diversipes","Aranha-caranguejeira","BA"
"Fauna","Invertebrados Terrestres","Theraphosidae","Avicularia gamba","Aranha-caranguejeira","BA"
"Flora","Angiospermas","Poaceae","Axonopus carajasensis","-","PA"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","AC"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","PA"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","BA"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","DF"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","GO"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","MS"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","MT"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","ES"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","MG"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","RJ"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","SP"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","PR"
"Flora","Angiospermas","Poaceae","Axonopus fastigiatus","-","RS"
"Flora","Angiospermas","Poaceae","Axonopus hydrolithicus","-","GO"
"Flora","Angiospermas","Poaceae","Axonopus monticola","-","MG"
"Flora","Angiospermas","Poaceae","Axonopus monticola","-","SP"
"Flora","Angiospermas","Poaceae","Axonopus ramboi","-","SP"
"Flora","Angiospermas","Poaceae","Axonopus ramboi","-","RS"
"Flora","Angiospermas","Poaceae","Axonopus uninodis","-","DF"
"Flora","Angiospermas","Poaceae","Axonopus uninodis","-","SP"
"Flora","Angiospermas","Poaceae","Axonopus uninodis","-","SC"
"Flora","Angiospermas","Asteraceae","Baccharis aracatubensis","alecrim","SC"
"Flora","Angiospermas","Asteraceae","Baccharis aracatubensis","alecrim","PR"
"Flora","Angiospermas","Asteraceae","Baccharis concinna","-","MG"
"Flora","Angiospermas","Asteraceae","Baccharis elliptica","-","MG"
"Flora","Angiospermas","Asteraceae","Baccharis hypericifolia","-","RS"
"Flora","Angiospermas","Asteraceae","Baccharis lychnophora","-","MG"
"Flora","Angiospermas","Asteraceae","Baccharis penningtonii","carqueja","RS"
"Flora","Angiospermas","Asteraceae","Baccharis polyphylla","-","MG"
"Flora","Angiospermas","Asteraceae","Baccharis pseudoalpestris","-","MG"
"Fauna","Répteis","Gymnophthalmidae","Bachia didactyla","Desconhecido","MT"
"Fauna","Répteis","Gymnophthalmidae","Bachia didactyla","Desconhecido","RO"
"Fauna","Répteis","Gymnophthalmidae","Bachia psamophila","Desconhecido","TO"
"Flora","Angiospermas","Plantaginaceae","Bacopa cochlearia","-","CE"
"Flora","Angiospermas","Arecaceae","Bactris timbuiensis","-","ES"
"Fauna","Invertebrados Terrestres","Baetidae","Baetodes capixaba","Siriruia","ES"
"Fauna","Invertebrados Terrestres","Baetidae","Baetodes iuaquita","Siriruia","ES"
"Fauna","Peixes Continentais","Pimelodidae","Bagropsis reinhardti","Bagre ","MG"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","AP"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","AL"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","BA"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","CE"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","ES"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","MA"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","PA"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","PB"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","PE"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","PI"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","PR"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","RN"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","RJ"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","RS"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","SE"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","SC"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera borealis","Baleia-sei","SP"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera musculus","Baleia-azul","CE"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera musculus","Baleia-azul","ES"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera musculus","Baleia-azul","PE"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera musculus","Baleia-azul","RN"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera physalus","Baleia-fin","ES"
"Fauna","Mamíferos","Balaenopteridae","Balaenoptera physalus","Baleia-fin","PE"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis andersonii","-","MG"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis basifixa","-","MG"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis basifixa","-","RJ"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis basifixa","-","SP"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis cipoensis","-","MG"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis hatschbachii","-","MG"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis hirsuta","-","GO"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis magdalenensis","-","RJ"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis pseudojanusia","-","PR"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis pseudojanusia","-","RS"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis sellowiana","-","BA"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis sellowiana","-","ES"
"Flora","Angiospermas","Malpighiaceae","Banisteriopsis sellowiana","-","RJ"
"Flora","Angiospermas","Orchidaceae","Baptistonia kautskyi","-","ES"
"Flora","Angiospermas","Orchidaceae","Baptistonia truncata","-","MG"
"Flora","Angiospermas","Orchidaceae","Baptistonia truncata","-","RJ"
"Flora","Angiospermas","Velloziaceae","Barbacenia delicatula","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia exscapa","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia glutinosa","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia gounelleana","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia gounelleana","-","SP"
"Flora","Angiospermas","Velloziaceae","Barbacenia gounelleana","-","RJ"
"Flora","Angiospermas","Velloziaceae","Barbacenia longiscapa","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia paranaensis","-","PR"
"Flora","Angiospermas","Velloziaceae","Barbacenia pungens","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia riparia","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia rodriguesii","-","MG"
"Flora","Angiospermas","Velloziaceae","Barbacenia spectabilis","-","ES"
"Flora","Angiospermas","Velloziaceae","Barbacenia spiralis","-","MG"
"Flora","Angiospermas","Orchidaceae","Barbosella trilobata","-","PR"
"Flora","Angiospermas","Orchidaceae","Barbosella trilobata","-","RJ"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","GO"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","MA"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","MT"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","PA"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus longipinnis","Desconhecido","TO"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus niveatus","Acari","GO"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus niveatus","Acari","PA"
"Fauna","Peixes Continentais","Loricariidae","Baryancistrus niveatus","Acari","TO"
"Flora","Angiospermas","Fabaceae","Bauhinia integerrima","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia albidula","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia albidula","-","MG"
"Flora","Angiospermas","Begoniaceae","Begonia altamiroi","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia altamiroi","-","MG"
"Flora","Angiospermas","Begoniaceae","Begonia apparicioi","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia apparicioi","-","MG"
"Flora","Angiospermas","Begoniaceae","Begonia bahiensis","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia bahiensis","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia besleriifolia","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia besleriifolia","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia coccinea","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia coccinea","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia crispula","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia curtii","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia curtii","-","MG"
"Flora","Angiospermas","Begoniaceae","Begonia curtii","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia dentatiloba","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia dentatiloba","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia dentatiloba","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia espiritosantensis","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia handroi","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia ibitiocensis","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia ibitiocensis","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia inconspicua","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia itaguassuensis","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia itaguassuensis","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia itatinensis","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia itatinensis","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia itatinensis","-","SC"
"Flora","Angiospermas","Begoniaceae","Begonia jureiensis","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia kuhlmannii","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia larorum","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia organensis","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia organensis","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia paranaensis","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia paranaensis","-","PR"
"Flora","Angiospermas","Begoniaceae","Begonia paulensis","-","MG"
"Flora","Angiospermas","Begoniaceae","Begonia paulensis","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia paulensis","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia perdusenii","-","MS"
"Flora","Angiospermas","Begoniaceae","Begonia perdusenii","-","PR"
"Flora","Angiospermas","Begoniaceae","Begonia perdusenii","-","SC"
"Flora","Angiospermas","Begoniaceae","Begonia perdusenii","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia piresiana","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia pluvialis","-","PR"
"Flora","Angiospermas","Begoniaceae","Begonia polygonifolia","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia polygonifolia","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia ruschii","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia salesopolensis","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia santoslimae","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia santoslimae","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia scharffii","-","SC"
"Flora","Angiospermas","Begoniaceae","Begonia smilacina","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia smilacina","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia stenolepis","-","PR"
"Flora","Angiospermas","Begoniaceae","Begonia stenolepis","-","SC"
"Flora","Angiospermas","Begoniaceae","Begonia sylvatica","-","BA"
"Flora","Angiospermas","Begoniaceae","Begonia sylvatica","-","ES"
"Flora","Angiospermas","Begoniaceae","Begonia sylvatica","-","MG"
"Flora","Angiospermas","Begoniaceae","Begonia toledoana","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia undulata","-","RJ"
"Flora","Angiospermas","Begoniaceae","Begonia undulata","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia venosa","-","SP"
"Flora","Angiospermas","Begoniaceae","Begonia vicina","-","SP"
"Flora","Angiospermas","Lauraceae","Beilschmiedia rigida","canela-batata; canela-tapinha","RJ"
"Flora","Angiospermas","Lauraceae","Beilschmiedia rigida","canela-batata; canela-tapinha","SP"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","ES"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","MG"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","RJ"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","RS"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","SC"
"Flora","Angiospermas","Berberidaceae","Berberis campos-portoi","-","PR"
"Flora","Angiospermas","Berberidaceae","Berberis kleinii","-","SP"
"Flora","Angiospermas","Berberidaceae","Berberis kleinii","-","SC"
"Flora","Angiospermas","Berberidaceae","Berberis kleinii","-","RS"
"Flora","Angiospermas","Euphorbiaceae","Bernardia confertifolia","-","PR"
"Flora","Angiospermas","Euphorbiaceae","Bernardia crassifolia","-","MG"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","AP"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","PA"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","AM"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","AC"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","MS"
"Flora","Angiospermas","Lecythidaceae","Bertholletia excelsa","castanha do Brasil; castanha-do-pará; castanheira","RO"
"Flora","Angiospermas","Melastomataceae","Bertolonia angustifolia","-","SP"
"Flora","Angiospermas","Melastomataceae","Bertolonia formosa","-","ES"
"Flora","Angiospermas","Melastomataceae","Bertolonia foveolata","-","ES"
"Flora","Angiospermas","Melastomataceae","Bertolonia hoehneana","-","SP"
"Flora","Angiospermas","Melastomataceae","Bertolonia leuzeana","-","SP"
"Flora","Angiospermas","Melastomataceae","Bertolonia leuzeana","-","RJ"
"Flora","Angiospermas","Melastomataceae","Bertolonia paranaensis","-","SP"
"Flora","Angiospermas","Melastomataceae","Bertolonia paranaensis","-","PR"
"Flora","Angiospermas","Gesneriaceae","Besleria umbrosa","-","MG"
"Flora","Angiospermas","Gesneriaceae","Besleria umbrosa","-","SP"
"Flora","Angiospermas","Gesneriaceae","Besleria umbrosa","-","RJ"
"Flora","Angiospermas","Orchidaceae","Bifrenaria silvana","-","BA"
"Flora","Angiospermas","Orchidaceae","Bifrenaria wittigii","-","ES"
"Flora","Angiospermas","Orchidaceae","Bifrenaria wittigii","-","RJ"
"Flora","Angiospermas","Bromeliaceae","Billbergia brasiliensis","-","RJ"
"Flora","Angiospermas","Orchidaceae","Bipinnula biplumata","-","PR"
"Flora","Angiospermas","Orchidaceae","Bipinnula biplumata","-","RS"
"Flora","Angiospermas","Orchidaceae","Bipinnula penicillata","-","PR"
"Flora","Angiospermas","Orchidaceae","Bipinnula penicillata","-","RS"
"Flora","Angiospermas","Orchidaceae","Bipinnula penicillata","-","SP"
"Fauna","Mamíferos","Cervidae","Blastocerus dichotomus","Cervo-do-pantanal","BA"
"Fauna","Mamíferos","Cervidae","Blastocerus dichotomus","Cervo-do-pantanal","PI"
"Fauna","Mamíferos","Cervidae","Blastocerus dichotomus","Cervo-do-pantanal","RO"
"Fauna","Mamíferos","Cervidae","Blastocerus dichotomus","Cervo-do-pantanal","SP"
"Flora","Pteridófitas","Blechnaceae","Blechnum andinum","-","MG"
"Flora","Pteridófitas","Blechnaceae","Blechnum andinum","-","RJ"
"Flora","Pteridófitas","Blechnaceae","Blechnum heringeri","-","PA"
"Flora","Pteridófitas","Blechnaceae","Blechnum heringeri","-","DF"
"Flora","Pteridófitas","Blechnaceae","Blechnum heringeri","-","GO"
"Flora","Pteridófitas","Blechnaceae","Blechnum heringeri","-","MG"
"Flora","Pteridófitas","Blechnaceae","Blechnum sprucei","-","MG"
"Flora","Pteridófitas","Blechnaceae","Blechnum squamipes","-","SC"
"Flora","Pteridófitas","Blechnaceae","Blechnum squamipes","-","RS"
"Flora","Briófitas","Lejeuneaceae","Blepharolejeunea securifolia","-","RJ"
"Fauna","Anfíbios","Hylidae","Bokermannohyla vulcaniae","Desconhecido","MG"
"Fauna","Anfíbios","Plethodontidae","Bolitoglossa paraensis","Salamandra","PA"
"Flora","Angiospermas","Calyceraceae","Boopis bupleuroides","-","PR"
"Flora","Angiospermas","Calyceraceae","Boopis bupleuroides","-","RS"
"Flora","Angiospermas","Calyceraceae","Boopis bupleuroides","-","SP"
"Flora","Angiospermas","Calyceraceae","Boopis itatiaiae","-","RJ"
"Flora","Angiospermas","Calyceraceae","Boopis itatiaiae","-","SP"
"Flora","Angiospermas","Poaceae","Bothriochloa laguroides","-","RS"
"Flora","Angiospermas","Poaceae","Bothriochloa laguroides","-","SP"
"Flora","Angiospermas","Poaceae","Bothriochloa laguroides","-","SC"
"Fauna","Répteis","Viperidae","Bothrops alcatraz","Jararaca-de-alcatrazes","SP"
"Fauna","Répteis","Viperidae","Bothrops insularis","Jararaca-ilhôa","SP"
"Fauna","Répteis","Viperidae","Bothrops muriciensis","Jararacuçu-de-murici","AL"
"Fauna","Répteis","Viperidae","Bothrops muriciensis","Jararacuçu-de-murici","PE"
"Fauna","Répteis","Viperidae","Bothrops otavioi","Desconhecido","SP"
"Fauna","Répteis","Viperidae","Bothrops pirajai","Jararacuçu-tapete","BA"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","ES"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","RJ"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","SP"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","PR"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","SC"
"Fauna","Invertebrados Aquáticos","Bouchardiidae","Bouchardia rosea","Desconhecido","RS"
"Flora","Angiospermas","Orchidaceae","Brachionidium restrepioides","-","RJ"
"Flora","Angiospermas","Orchidaceae","Brachionidium restrepioides","-","SP"
"Fauna","Anfíbios","Brachycephalidae","Brachycephalus pernix","Desconhecido","PR"
"Fauna","Peixes Continentais","Hypopomidae","Brachyhypopomus jureiae","Tuvira-da-juréia","SP"
"Fauna","Invertebrados Terrestres","Formicidae","Brachymyrmex micromegas","Formiga","SP"
"Flora","Angiospermas","Orchidaceae","Brachystele camporum","-","PR"
"Flora","Angiospermas","Orchidaceae","Brachystele camporum","-","RS"
"Fauna","Mamíferos","Atelidae","Brachyteles arachnoides","Muriqui-do-sul","MG"
"Fauna","Mamíferos","Atelidae","Brachyteles arachnoides","Muriqui-do-sul","PR"
"Fauna","Mamíferos","Atelidae","Brachyteles arachnoides","Muriqui-do-sul","RJ"
"Fauna","Mamíferos","Atelidae","Brachyteles arachnoides","Muriqui-do-sul","SP"
"Fauna","Mamíferos","Atelidae","Brachyteles hypoxanthus","Muriqui-do-norte","BA"
"Fauna","Mamíferos","Atelidae","Brachyteles hypoxanthus","Muriqui-do-norte","ES"
"Fauna","Mamíferos","Atelidae","Brachyteles hypoxanthus","Muriqui-do-norte","MG"
"Fauna","Mamíferos","Atelidae","Brachyteles hypoxanthus","Muriqui-do-norte","RJ"
"Flora","Angiospermas","Rubiaceae","Bradea anomala","-","ES"
"Flora","Angiospermas","Rubiaceae","Bradea bicornuta","-","ES"
"Flora","Angiospermas","Rubiaceae","Bradea montana","-","ES"
"Fauna","Mamíferos","Bradypodidae","Bradypus torquatus","Preguiça-de-coleira","BA"
"Fauna","Mamíferos","Bradypodidae","Bradypus torquatus","Preguiça-de-coleira","ES"
"Fauna","Mamíferos","Bradypodidae","Bradypus torquatus","Preguiça-de-coleira","MG"
"Fauna","Mamíferos","Bradypodidae","Bradypus torquatus","Preguiça-de-coleira","RJ"
"Fauna","Mamíferos","Bradypodidae","Bradypus torquatus","Preguiça-de-coleira","SE"
"Flora","Angiospermas","Orchidaceae","Brasilaelia crispa","-","ES"
"Flora","Angiospermas","Orchidaceae","Brasilaelia crispa","-","SP"
